facility_id,facility_name,region,woreda,zone,facility_type,phone,latitude,longitude,owner_type
DHIS2_000077,Kirkos Health Center,Addis Ababa,Arada,Zone 2,HC,09872468859,12.660536010232342,46.547265880149396,Private
DHIS2_000462,Dir Dawa General Hospitalital,Oromia,Dire Dawa,Zone 1,General Hospital,09620431929,10.949807363299298,38.20443989601838,NGO
DHIS2_000498,Dir Dawa Health Post,SNNPR,Arba Minch,Zone 5,Health Post,09315887774,13.72782246056353,38.06220488512347,NGO
DHIS2_000212,Kirko Health Post,Addis Ababa,Addis Ketema,Zone 2,HP,09443978658,11.0411524153313,46.94408816132984,Private
DHIS2_000102,Adama Health Center,Oromia,Adama,Zone 3,Health Center,09627691444,13.794894879294821,38.75836832059817,NGO
DHIS2_000335,Addis Ababa HC,Addis Ababa,Addis Ketema,Zone 3,HC,09312846274,8.827076395912773,33.41305079804198,Public
DHIS2_000476,Modjo Hospital,Amhara,Bahir Dar,Zone 1,Hospital,09484282741,14.947573313986602,47.71676861801904,Private
DHIS2_000337,Gondar Hospitalital,Oromia,Dire Dawa,Zone 3,Hospital,09416299492,13.025762836587932,38.5559547941296,NGO
DHIS2_000441,Hawassa General Hospital,Amhara,Bahir Dar,Zone 4,General Hospital,09381648034,11.646786583732874,45.39732135293644,Public
DHIS2_000174,Kirko Clinic,Amhara,Mekelle,Zone 1,Clinic,09664856856,14.050174173788243,42.24975471781107,Private
DHIS2_000003,Bahi Dar Hospital,SNNPR,Hosaena,Zone 3,Hospital,09552860080,10.409778115532598,42.17479740732421,NGO
DHIS2_000334,Modjo Health Center,Amhara,Gondar,Zone 4,Health Center,09899523105,4.215118975381907,45.70709234540678,Private
DHIS2_000410,Hosaen Dispensary,Addis Ababa,Kirkos,Zone 5,Dispensary,09583746504,6.288859072106292,45.10606355800054,Private
DHIS2_000071,Dessi Hospitalital,SNNPR,Butajira,Zone 1,Hospital,09159907857,3.316403693967024,38.64695050317074,NGO
DHIS2_000210,Hawassa Hospitalital,SNNPR,Hosaena,Zone 4,Hospital,09747710964,5.349335828202554,33.11344312467213,NGO
DHIS2_000064,Nifas Silk Hospital,Amhara,Bahir Dar,Zone 5,Hospital,09861152700,14.558670473287336,33.18231712034724,Private
DHIS2_000385,Dessie Health Post,SNNPR,Hosaena,Zone 4,Health Post,09490440554,4.988997357841871,39.68312458112836,Public
DHIS2_000094,Butajira Health Post,Oromia,Modjo,Zone 4,Health Post,09258014453,13.062990704431497,36.07616340224189,NGO
DHIS2_000486,Gondar HC,Addis Ababa,Nifas Silk,Zone 4,HC,09236632954,3.8524186685280255,36.16189652325043,Private
DHIS2_000186,Dessie Referral Hospitalital,Oromia,Dire Dawa,Zone 5,Referral Hospital,09487066032,3.3678300264696728,36.8652433276682,NGO
DHIS2_000034,Kirkos Referral Hospitalital,Addis Ababa,Lideta,Zone 1,Referral Hospital,09888384476,7.441904403065333,33.23184924793301,Private
DHIS2_000078,Hawass Health Post,SNNPR,Hosaena,Zone 4,Health Post,09667597408,13.84990433392498,38.22383200534951,Private
DHIS2_000001,Dessie Clinic,Oromia,Bishoftu,Zone 3,Clinic,09336735830,10.18390181036444,35.34027960663655,NGO
DHIS2_000012,Butajira Hospitalital,Addis Ababa,Lideta,Zone 3,Hospital,09324881728,11.75527414005677,42.563362070328196,Public
DHIS2_000416,Adama Health Post,Oromia,Dukem,Zone 3,HP,09226796693,11.125828949492083,42.37543779127809,Public
DHIS2_000023,Modjo Health Center,SNNPR,Hosaena,Zone 3,Health Center,09850910172,4.808610527585154,40.62298165111078,NGO
DHIS2_000073,Hosaena Referral Hospital,Addis Ababa,Arada,Zone 5,Referral Hospital,09539702914,11.300572766026944,41.015194125441944,NGO
DHIS2_000183,Bahir Dar HC,Oromia,Adama,Zone 5,HC,09555221400,3.7242250078867656,36.706548510152196,NGO
DHIS2_000132,Dire Dawa Hospitalital,Oromia,Adama,Zone 3,Hospital,09541970599,10.237825313596659,36.680236645219814,Public
DHIS2_000411,Bol Hospital,SNNPR,Arba Minch,Zone 5,Hospital,09473588207,13.278446684975123,43.5175479238539,NGO
DHIS2_000194,Butajira Health Center,Addis Ababa,Addis Ketema,Zone 3,Health Center,09433284856,6.030333384905031,38.38876121874368,Public
DHIS2_000056,Modjo Health Post,SNNPR,Hawassa,Zone 4,Health Post,09124573458,7.670420144809958,33.162564772204476,Public
DHIS2_000149,Addi Ababa Dispensary,Oromia,Adama,Zone 5,Dispensary,09281894820,11.155767392316838,36.27380831797596,Public
DHIS2_000019,Modj Referral Hospitalital,Amhara,Mekelle,Zone 1,Referral Hospital,09495382256,5.625170634876843,41.37153003026012,Private
DHIS2_000205,Dessie Referral Hospitalital,Amhara,Dessie,Zone 5,Referral Hospital,09662764241,6.924397938758864,43.01390078345377,Public
DHIS2_000079,Dire Dawa Health Center,Oromia,Dukem,Zone 4,Health Center,09891251088,14.394247483891705,35.206102213935566,Public
DHIS2_000495,Kirko Referral Hospitalital,Addis Ababa,Bole,Zone 4,Referral Hospital,09294805214,9.812727815172655,41.68971699992907,NGO
DHIS2_000263,Addis Ababa Hospital,Amhara,Mekelle,Zone 2,Hospital,09330686655,13.577409356100256,37.168531458733014,Private
DHIS2_000324,Kirkos Clinic,Amhara,Dessie,Zone 1,Clinic,09642672748,13.354566034948949,33.03155764763825,NGO
DHIS2_000484,Kirko Health Center,Oromia,Bishoftu,Zone 5,Health Center,09824058702,10.471566403183896,47.600739287472315,Private
DHIS2_000080,Kirkos HC,SNNPR,Hosaena,Zone 1,HC,09867395058,6.945019323450099,42.50101281475089,NGO
DHIS2_000040,Gondar Referral Hospital,SNNPR,Butajira,Zone 3,Referral Hospital,09442576169,10.089999126828129,33.45750374908574,Public
DHIS2_000452,Kirkos Health Center,Oromia,Dire Dawa,Zone 1,Health Center,09765927604,11.146772700934086,44.5948008195838,Public
DHIS2_000047,Kirkos General Hospitalital,SNNPR,Arba Minch,Zone 2,General Hospital,09582193785,7.1556518530728095,39.97010719409417,Private
DHIS2_000239,Modj Health Center,SNNPR,Hosaena,Zone 1,HC,09197746642,3.6933667319563996,43.425528432878295,NGO
DHIS2_000392,Adam Health Post,Addis Ababa,Nifas Silk,Zone 3,Health Post,09442791816,13.735713570931615,33.00664172155812,Private
DHIS2_000353,Kirkos Dispensary,Amhara,Mekelle,Zone 1,Dispensary,09255759166,12.193391193547034,45.68882159516598,Private
DHIS2_000342,Dire Dawa HC,Amhara,Bahir Dar,Zone 4,HC,09177980386,8.866773981509416,39.02668200981486,Private
DHIS2_000278,Gondar Dispensary,Addis Ababa,Lideta,Zone 4,Dispensary,09467563860,12.016501032348549,42.854327344007096,Private
DHIS2_000291,Dire Dawa Referral Hospitalital,SNNPR,Arba Minch,Zone 3,Referral Hospital,09333278769,7.463192015002378,39.77545228847524,NGO
DHIS2_000318,Dukem Clinic,Amhara,Dessie,Zone 5,Clinic,09190947292,5.866279924823132,40.044626620210636,Public
DHIS2_000305,Dire Dawa Health Center,Oromia,Dukem,Zone 2,Health Center,09384042970,13.490720689660218,33.00282599334873,Private
DHIS2_000269,Dukem General Hospital,Oromia,Dire Dawa,Zone 2,General Hospital,09896835361,11.43532129174412,33.79205940702792,NGO
DHIS2_000070,Nifas Silk Health Center,Oromia,Dire Dawa,Zone 2,HC,09161509697,7.99966869286175,41.7174393177124,Private
DHIS2_000456,Modj Hospitalital,Oromia,Modjo,Zone 2,Hospital,09278602415,7.916870837315269,42.71661349425513,Private
DHIS2_000466,Gonda Referral Hospital,Amhara,Bahir Dar,Zone 5,Referral Hospital,09358852189,9.39901679134923,42.55142575566491,Public
DHIS2_000155,Bole Hospital,Addis Ababa,Bole,Zone 5,Hospital,09329391451,4.0978420487730585,46.1619129394557,Public
DHIS2_000083,Addis Ababa Hospitalital,Addis Ababa,Lideta,Zone 2,Hospital,09226099248,8.52934521639271,36.095005776086886,Public
DHIS2_000478,Hosaen Dispensary,Amhara,Bahir Dar,Zone 4,Dispensary,09656988351,10.731080683809738,47.613714812171345,Public
DHIS2_000173,Dessie Hospital,Addis Ababa,Bole,Zone 3,Hospital,09257347699,4.8438964579333526,39.80540451907924,Public
DHIS2_000322,Hosaena Health Post,Oromia,Adama,Zone 4,Health Post,09594078592,8.407164227797608,46.94140041709671,NGO
DHIS2_000091,Dessie Referral Hospitalital,Amhara,Gondar,Zone 4,Referral Hospital,09638272916,10.269297832282646,36.558401876039916,Private
DHIS2_000181,Nifas Silk Dispensary,Oromia,Modjo,Zone 2,Dispensary,09885530792,14.234546954924278,33.779569254772085,Private
DHIS2_000415,Nifas Silk Clinic,Addis Ababa,Nifas Silk,Zone 4,Clinic,09374283282,5.15106734289348,45.000052226455225,NGO
DHIS2_000313,Addis Ababa Hospitalital,Oromia,Bishoftu,Zone 2,Hospital,09482098768,4.126287417880274,46.644402291548886,Public
DHIS2_000279,Bahir Dar General Hospitalital,SNNPR,Hosaena,Zone 2,General Hospital,09836133385,5.963745588863998,46.59381870781555,Public
DHIS2_000382,Addis Ababa HP,Oromia,Adama,Zone 1,HP,09175030702,7.048081692204281,43.87471754886079,Private
DHIS2_000473,Gonda Clinic,SNNPR,Hosaena,Zone 3,Clinic,09842833206,10.484917018368108,44.4345393675144,Private
DHIS2_000363,Bahir Dar Dispensary,Amhara,Bahir Dar,Zone 4,Dispensary,09313641771,7.322807025605135,37.05589929576788,Private
DHIS2_000325,Hawassa Health Center,Amhara,Dessie,Zone 4,HC,09421044590,10.983505223736662,45.0053231853511,Public
DHIS2_000432,Butajira General Hospitalital,Amhara,Bahir Dar,Zone 1,General Hospital,09832640051,5.391244037601609,46.16205069981723,Public
DHIS2_000348,Bol General Hospital,Amhara,Gondar,Zone 5,General Hospital,09153860083,14.472565723343198,36.00711773292604,Public
DHIS2_000087,Hawassa Referral Hospitalital,Amhara,Bahir Dar,Zone 5,Referral Hospital,09190123510,9.391407197460278,36.63705755452094,Private
DHIS2_000076,Nifas Silk Health Post,SNNPR,Hosaena,Zone 3,Health Post,09617102173,9.24196201334392,45.7827225047781,Public
DHIS2_000439,Hosaen Referral Hospitalital,Amhara,Dessie,Zone 3,Referral Hospital,09172022454,3.3397352928320134,36.150440242744224,Private
DHIS2_000016,Gonda Dispensary,SNNPR,Hawassa,Zone 3,Dispensary,09454066131,4.265931117963247,39.848018557243655,Private
DHIS2_000250,Addis Ababa General Hospitalital,Addis Ababa,Addis Ketema,Zone 5,General Hospital,09121963776,11.16273335050024,33.625093509035764,NGO
DHIS2_000434,Gonda General Hospital,Amhara,Dessie,Zone 5,General Hospital,09318825150,13.061902006116298,45.07635477743494,Private
DHIS2_000020,Gondar General Hospitalital,Amhara,Mekelle,Zone 3,General Hospital,09134210512,8.966982070708625,37.513174647251546,Public
DHIS2_000323,Butajira Hospital,Amhara,Mekelle,Zone 2,Hospital,09158491820,6.0980790502940305,43.11911779374324,NGO
DHIS2_000333,Kirkos Clinic,Oromia,Bishoftu,Zone 4,Clinic,09384042569,12.142881841588984,47.199666509903196,Private
DHIS2_000057,Gondar Health Post,Oromia,Bishoftu,Zone 4,HP,09561371106,9.881254657479433,42.477558182546986,Public
DHIS2_000302,Dessie Health Center,Addis Ababa,Addis Ketema,Zone 1,HC,09490021414,6.901248185180387,43.29490795029146,Public
DHIS2_000230,Kirkos Health Center,SNNPR,Hawassa,Zone 4,HC,09364915906,14.243493876372753,41.30703361068564,Private
DHIS2_000332,Nifa Silk HP,Oromia,Adama,Zone 4,HP,09255570487,7.715690704143495,40.887188983099854,Public
DHIS2_000133,Nifa Silk Health Center,Oromia,Modjo,Zone 1,HC,09669365444,7.759792476624652,47.3113040480945,Private
DHIS2_000138,Bahir Dar Clinic,Addis Ababa,Bole,Zone 5,Clinic,09120880726,12.100708967348178,42.58424078001393,Private
DHIS2_000424,Bahir Dar Clinic,Amhara,Dessie,Zone 3,Clinic,09316913462,10.881072761694686,47.52805997549838,Public
DHIS2_000336,Modjo Referral Hospital,Amhara,Dessie,Zone 3,Referral Hospital,09313033349,14.107647960304028,39.2122533649234,Public
DHIS2_000026,Dire Dawa General Hospitalital,Oromia,Dukem,Zone 4,General Hospital,09181450611,10.91980855241015,45.25833300301824,Public
DHIS2_000465,Bahir Dar Health Center,SNNPR,Hosaena,Zone 2,Health Center,09350076121,10.016017081989897,35.00475872115777,Private
DHIS2_000282,Kirkos Clinic,Amhara,Gondar,Zone 2,Clinic,09256389268,6.121893491544614,43.962314474710944,Public
DHIS2_000248,Hawassa Health Center,Addis Ababa,Bole,Zone 3,Health Center,09464254875,13.09045895311107,33.57639523443488,NGO
DHIS2_000238,Bahi Dar General Hospital,SNNPR,Hosaena,Zone 2,General Hospital,09328392993,4.824298237543777,33.920244406660025,Public
DHIS2_000118,Hawassa Referral Hospital,Oromia,Dukem,Zone 4,Referral Hospital,09675954738,8.289152963258738,39.01144591312989,Public
DHIS2_000043,Kirkos Hospitalital,Oromia,Dukem,Zone 1,Hospital,09421609076,3.970475599406372,39.42471712410162,Private
DHIS2_000221,Gonda Health Post,Oromia,Bishoftu,Zone 4,Health Post,09882668141,10.238632922560466,38.0584069913313,Public
DHIS2_000177,Bahir Dar Referral Hospitalital,Addis Ababa,Bole,Zone 1,Referral Hospital,09358018519,13.893823835815681,43.86427962189618,Public
DHIS2_000321,Adam Dispensary,SNNPR,Hosaena,Zone 5,Dispensary,09196278999,12.800186105408617,37.268434526443464,NGO
DHIS2_000154,Hawass Health Center,Oromia,Dukem,Zone 5,Health Center,09631765239,4.846750876078261,45.23749687485927,NGO
DHIS2_000232,Bahi Dar Health Center,Amhara,Dessie,Zone 2,Health Center,09387540509,4.396396774625713,45.26174562736787,Private
DHIS2_000228,Kirkos HP,Addis Ababa,Lideta,Zone 1,HP,09799920287,10.483028256033116,34.33686648174025,Public
DHIS2_000418,Gondar Hospitalital,Addis Ababa,Addis Ketema,Zone 4,Hospital,09169910712,6.681319194265694,38.294377551785345,Private
DHIS2_000204,Adama Health Center,Amhara,Dessie,Zone 1,Health Center,09129397196,7.882895528674448,46.061301755058885,NGO
DHIS2_000127,Gondar Dispensary,Oromia,Adama,Zone 3,Dispensary,09771658869,9.499610575930403,42.50217329739221,Private
DHIS2_000330,Nifas Silk Health Center,Amhara,Bahir Dar,Zone 2,HC,09187277157,7.846774370041485,34.16421967097161,Private
DHIS2_000032,Dir Dawa Referral Hospitalital,Oromia,Dire Dawa,Zone 1,Referral Hospital,09521326237,13.873185452622648,39.51591548265643,NGO
DHIS2_000114,Dire Dawa Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09621292148,5.11664383807468,40.475516591092195,Public
DHIS2_000471,Dessi Health Post,Addis Ababa,Nifas Silk,Zone 5,Health Post,09731223676,14.971539568825879,36.622447278853016,Public
DHIS2_000272,Bol Health Center,Addis Ababa,Kirkos,Zone 4,Health Center,09373848248,10.178703528764865,44.03494671358785,Private
DHIS2_000141,Butajira HC,Addis Ababa,Nifas Silk,Zone 4,HC,09788566365,8.06115191676615,44.930127569386464,NGO
DHIS2_000058,Kirko Health Post,Amhara,Gondar,Zone 2,HP,09733614649,14.354334514580284,44.719440757068035,Public
DHIS2_000193,Duke Health Post,Oromia,Modjo,Zone 1,Health Post,09566437579,8.30429248539429,37.96334044483758,Public
DHIS2_000025,Hosaena Health Center,Amhara,Mekelle,Zone 2,HC,09194711896,13.052521270887937,43.13535175558921,NGO
DHIS2_000018,Hosaena Referral Hospitalital,Addis Ababa,Nifas Silk,Zone 3,Referral Hospital,09531200096,9.128967630930788,39.261165047231685,Private
DHIS2_000266,Bol Health Post,Addis Ababa,Bole,Zone 5,Health Post,09354564078,13.103644457960504,40.054785811526784,Private
DHIS2_000067,Butajira Referral Hospitalital,Amhara,Mekelle,Zone 4,Referral Hospital,09867681017,8.467881033428554,42.30198896702305,Private
DHIS2_000209,Adama Hospital,Addis Ababa,Kirkos,Zone 3,Hospital,09444125539,7.785873370762806,41.702585538409984,NGO
DHIS2_000480,Hosaena Clinic,Amhara,Bahir Dar,Zone 2,Clinic,09370267675,12.633731217894006,47.41380220393237,Private
DHIS2_000095,Bole Health Center,Amhara,Bahir Dar,Zone 5,Health Center,09641699263,9.3580802781734,43.60845143466667,Private
DHIS2_000254,Hawassa Health Post,SNNPR,Butajira,Zone 1,Health Post,09639009512,4.456637017912877,42.225194520583,Public
DHIS2_000267,Dire Dawa Hospital,Amhara,Dessie,Zone 2,Hospital,09723822356,10.956504054005906,33.02819825287366,Private
DHIS2_000024,Dukem Health Post,Amhara,Gondar,Zone 1,Health Post,09787809459,12.714012553676586,38.229989809375944,Public
DHIS2_000223,Bahir Dar Hospital,Amhara,Dessie,Zone 2,Hospital,09831814501,3.8391792685132096,42.60252335742249,NGO
DHIS2_000262,Hosaena General Hospitalital,SNNPR,Butajira,Zone 2,General Hospital,09526413806,9.926073399450601,46.157076622671056,Private
DHIS2_000427,Dire Dawa Dispensary,Amhara,Bahir Dar,Zone 5,Dispensary,09616687666,4.857943351172638,47.17104388174619,NGO
DHIS2_000006,Bole General Hospital,Addis Ababa,Kirkos,Zone 1,General Hospital,09323187277,10.31995989339145,45.49792367604247,Private
DHIS2_000117,Dessie Health Center,Amhara,Dessie,Zone 1,Health Center,09823781009,3.4385960141771386,40.08100417664999,Private
DHIS2_000046,Dessi Hospitalital,SNNPR,Hawassa,Zone 5,Hospital,09679397491,4.129883859222721,37.67119964086941,Private
DHIS2_000017,Adama General Hospitalital,Oromia,Bishoftu,Zone 1,General Hospital,09399583549,13.881941298549048,37.08198374076953,Public
DHIS2_000463,Kirkos Health Post,Oromia,Modjo,Zone 4,HP,09610973737,13.231019459260112,41.124696273251395,Private
DHIS2_000358,Adama Referral Hospital,Oromia,Adama,Zone 2,Referral Hospital,09860894269,5.25411423045329,43.79687180032029,Private
DHIS2_000004,Bahi Dar Health Post,Oromia,Dukem,Zone 5,Health Post,09175285250,7.589543895205953,47.74846328710182,NGO
DHIS2_000219,Dire Dawa General Hospitalital,Amhara,Bahir Dar,Zone 5,General Hospital,09640131276,9.56036895256884,36.479206441739635,Public
DHIS2_000406,Hosaena Clinic,SNNPR,Arba Minch,Zone 3,Clinic,09830462320,12.149794613706636,41.13706505193984,NGO
DHIS2_000061,Addis Ababa General Hospital,SNNPR,Arba Minch,Zone 3,General Hospital,09698825083,14.83201276587445,44.30067277888413,Public
DHIS2_000111,Bol Referral Hospitalital,SNNPR,Hosaena,Zone 3,Referral Hospital,09690908854,13.049889468029905,37.98219618982409,NGO
DHIS2_000319,Dessie Health Post,Oromia,Modjo,Zone 1,HP,09654607536,5.483910941261121,40.74858942668968,Private
DHIS2_000429,Bol Health Post,Addis Ababa,Bole,Zone 1,Health Post,09514469353,14.490972181005809,38.98552976463652,Private
DHIS2_000030,Nifas Silk Health Post,SNNPR,Hosaena,Zone 1,Health Post,09187633091,10.823535114031205,36.3640396419084,Private
DHIS2_000438,Kirkos HC,Amhara,Gondar,Zone 1,HC,09331884601,12.896918848164091,37.385746656182896,Public
DHIS2_000472,Modj Hospital,Oromia,Bishoftu,Zone 5,Hospital,09786116475,12.404859012902836,41.492710368376066,NGO
DHIS2_000027,Gondar Hospital,SNNPR,Hawassa,Zone 3,Hospital,09133448674,13.805016685959966,42.49652185909902,NGO
DHIS2_000008,Dukem HP,Amhara,Dessie,Zone 4,HP,09844119117,10.174799745733022,46.82811352534675,Public
DHIS2_000454,Adam Referral Hospitalital,Amhara,Mekelle,Zone 1,Referral Hospital,09148175224,11.681323948258944,41.03484899021368,NGO
DHIS2_000109,Bole HP,Amhara,Mekelle,Zone 2,HP,09769220571,12.481015645489041,33.345339071814564,Public
DHIS2_000038,Dire Dawa HC,Oromia,Dukem,Zone 1,HC,09232268806,13.404867822961243,46.69860828834707,Public
DHIS2_000158,Hawassa Clinic,Addis Ababa,Bole,Zone 3,Clinic,09362316857,13.594875229649535,40.74118530665425,Private
DHIS2_000490,Bahir Dar Hospital,Oromia,Modjo,Zone 3,Hospital,09891942765,8.741953395071542,44.708340403308206,Private
DHIS2_000119,Hosaena General Hospitalital,Amhara,Bahir Dar,Zone 2,General Hospital,09391602413,12.03895464896941,37.08452782080449,Public
DHIS2_000115,Nifas Silk HC,Addis Ababa,Nifas Silk,Zone 4,HC,09445966581,10.962448464200527,35.67053950304627,NGO
DHIS2_000176,Butajir Health Center,SNNPR,Arba Minch,Zone 3,Health Center,09898240465,3.1394464788972076,34.08670331691838,Public
DHIS2_000374,Dessie Dispensary,Amhara,Mekelle,Zone 4,Dispensary,09662866880,14.56199089065106,40.785484201943234,NGO
DHIS2_000182,Bole General Hospital,Amhara,Dessie,Zone 2,General Hospital,09630606265,10.929841419591009,41.295021788879374,NGO
DHIS2_000145,Hawassa General Hospital,Oromia,Dukem,Zone 3,General Hospital,09885304674,5.22567491492067,38.75945834879589,NGO
DHIS2_000370,Hawassa Dispensary,Addis Ababa,Arada,Zone 4,Dispensary,09288797826,4.639210843814071,42.77459640715915,Private
DHIS2_000391,Bahir Dar Hospital,Amhara,Bahir Dar,Zone 3,Hospital,09273065654,5.664910448319847,37.82504984489323,Private
DHIS2_000196,Hawassa HC,Addis Ababa,Addis Ketema,Zone 1,HC,09244761500,4.47564970235552,36.4669636864147,NGO
DHIS2_000405,Gondar Hospitalital,SNNPR,Hosaena,Zone 3,Hospital,09611531064,11.551455997182154,45.251691997584544,NGO
DHIS2_000276,Gonda Health Post,SNNPR,Butajira,Zone 5,Health Post,09498849481,7.522969976836464,39.92599220418573,Private
DHIS2_000455,Nifas Silk Dispensary,Amhara,Gondar,Zone 1,Dispensary,09358206785,9.378928761299917,40.65842693114007,Public
DHIS2_000142,Modjo General Hospital,Oromia,Dukem,Zone 2,General Hospital,09362879148,3.4440916165859115,41.9440481772308,NGO
DHIS2_000366,Kirkos Health Center,Oromia,Dire Dawa,Zone 1,Health Center,09474598446,6.341272899005215,34.94400976793163,Private
DHIS2_000068,Bahir Dar HC,Amhara,Dessie,Zone 3,HC,09484993343,6.191255099570867,38.405176428079024,Private
DHIS2_000211,Modjo Health Post,Addis Ababa,Addis Ketema,Zone 2,Health Post,09640315282,3.72320868347473,47.01654040208271,Private
DHIS2_000169,Hosaena General Hospitalital,Addis Ababa,Bole,Zone 4,General Hospital,09895388417,12.91104918959876,37.47561646484989,Private
DHIS2_000494,Hawassa General Hospital,Addis Ababa,Nifas Silk,Zone 5,General Hospital,09814303677,11.382367502509645,39.2421805146091,Public
DHIS2_000376,Hawass Hospitalital,Oromia,Adama,Zone 2,Hospital,09597087158,6.186993995503273,33.26328545049943,NGO
DHIS2_000401,Bol Health Post,Addis Ababa,Kirkos,Zone 4,Health Post,09515250295,9.18791287027744,39.94940479909195,NGO
DHIS2_000273,Addis Ababa Referral Hospital,Addis Ababa,Bole,Zone 4,Referral Hospital,09325697605,10.634128376498794,44.78477427120348,NGO
DHIS2_000110,Dessi Clinic,SNNPR,Butajira,Zone 5,Clinic,09193700525,13.085275583765075,46.660292973835695,Public
DHIS2_000249,Modjo Referral Hospitalital,SNNPR,Arba Minch,Zone 5,Referral Hospital,09466348502,10.640036186006487,42.20900377140093,NGO
DHIS2_000146,Dessi Health Center,SNNPR,Arba Minch,Zone 4,Health Center,09188414095,7.823170963310906,40.198134304558636,NGO
DHIS2_000093,Nifa Silk Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09345912253,6.094833924539278,35.563313810850985,Private
DHIS2_000153,Hosaena Health Center,SNNPR,Butajira,Zone 3,Health Center,09185785788,9.219124400116707,41.95911108645512,Private
DHIS2_000368,Gonda Health Post,Oromia,Dukem,Zone 5,Health Post,09154042449,7.43775907184612,33.78532530281208,Public
DHIS2_000468,Hosaen General Hospital,Addis Ababa,Addis Ketema,Zone 5,General Hospital,09551130558,5.252668868307024,34.32577420476778,Public
DHIS2_000084,Duke Dispensary,Oromia,Adama,Zone 5,Dispensary,09813125354,8.773744728675519,43.316770756441244,Public
DHIS2_000246,Gonda HP,Addis Ababa,Kirkos,Zone 3,HP,09241216359,13.375924705685012,36.65216952607301,Public
DHIS2_000166,Addis Ababa Referral Hospital,Amhara,Dessie,Zone 2,Referral Hospital,09347214417,7.150596683435481,42.31373276651215,Private
DHIS2_000164,Dire Dawa General Hospitalital,Amhara,Dessie,Zone 4,General Hospital,09783663899,9.495198944113323,47.44488005788492,NGO
DHIS2_000200,Butajir HC,Amhara,Gondar,Zone 5,HC,09536844511,5.260189005187217,43.96244212306315,NGO
