mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b,match_type
MFR_000010,dessie health center,Addis Ababa,DHIS2_000010,dessie health center,Addis Ababa,0.9799810647964478,dessie health center woreda:Arada region:Addis Ababa zone:Zone 3,dessie health center woreda:Arada region:Addis Ababa zone:Zone 3,confirmed
MFR_000010,dessie health center,Addis Ababa,DHIS2_000106,dessie health post,Addis Ababa,0.9526468515396118,dessie health center woreda:Arada region:Addis Ababa zone:Zone 3,dessie health post woreda:Arada region:Addis Ababa zone:Zone 3,confirmed
MFR_000011,dire dawa health center,Addis Ababa,DHIS2_000011,dire dawa health center,Addis Ababa,0.9882037043571472,dire dawa health center woreda:Nifas Silk region:Addis Ababa zone:Zone 1,dire dawa health center woreda:Nifas Silk region:Addis Ababa zone:Zone 1,confirmed
MFR_000012,butajira hospital,Addis Ababa,DHIS2_000012,butajira hospitalital,Addis Ababa,0.97307288646698,butajira hospital woreda:Lideta region:Addis Ababa zone:Zone 3,butajira hospitalital woreda:Lideta region:Addis Ababa zone:Zone 3,confirmed
MFR_000012,butajira hospital,Addis Ababa,DHIS2_000194,butajira health center,Addis Ababa,0.8289066553115845,butajira hospital woreda:Lideta region:Addis Ababa zone:Zone 3,butajira health center woreda:Addis Ketema region:Addis Ababa zone:Zone 3,confirmed
MFR_000012,butajira hospital,Addis Ababa,DHIS2_000417,butajira general hospitalital,Addis Ababa,0.8079602718353271,butajira hospital woreda:Lideta region:Addis Ababa zone:Zone 3,butajira general hospitalital woreda:Lideta region:Addis Ababa zone:Zone 2,confirmed
MFR_000012,butajira hospital,Addis Ababa,DHIS2_000419,butajira health center,Addis Ababa,0.9580325484275818,butajira hospital woreda:Lideta region:Addis Ababa zone:Zone 3,butajira health center woreda:Lideta region:Addis Ababa zone:Zone 3,confirmed
MFR_000013,addis ababa hospital,Oromia,DHIS2_000317,addis ababa clinic,Oromia,0.7509818077087402,addis ababa hospital woreda:Modjo region:Oromia zone:Zone 1,addis ababa clinic woreda:Adama region:Oromia zone:Zone 1,confirmed
MFR_000013,addis ababa hospital,Oromia,DHIS2_000013,addis ababa hospitalital,Oromia,0.9607501029968262,addis ababa hospital woreda:Modjo region:Oromia zone:Zone 1,addis ababa hospitalital woreda:Modjo region:Oromia zone:Zone 1,confirmed
MFR_000014,dukem health post,Oromia,DHIS2_000448,dukem health post,Oromia,0.7593739628791809,dukem health post woreda:Dukem region:Oromia zone:Zone 4,dukem health post woreda:Dukem region:Oromia zone:Zone 3,confirmed
MFR_000015,modjo health post,Addis Ababa,DHIS2_000381,modj health post,Addis Ababa,0.7772390842437744,modjo health post woreda:Arada region:Addis Ababa zone:Zone 4,modj health post woreda:Kirkos region:Addis Ababa zone:Zone 4,confirmed
MFR_000015,modjo health post,Addis Ababa,DHIS2_000015,modjo health post,Addis Ababa,0.9763038754463196,modjo health post woreda:Arada region:Addis Ababa zone:Zone 4,modjo health post woreda:Arada region:Addis Ababa zone:Zone 4,confirmed
MFR_000016,gondar dispensary,SNNPR,DHIS2_000040,gondar referral hospital,SNNPR,0.7545649409294128,gondar dispensary woreda:Hawassa region:SNNPR zone:Zone 3,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,confirmed
MFR_000016,gondar dispensary,SNNPR,DHIS2_000027,gondar hospital,SNNPR,0.8680866956710815,gondar dispensary woreda:Hawassa region:SNNPR zone:Zone 3,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000016,gondar dispensary,SNNPR,DHIS2_000405,gondar hospitalital,SNNPR,0.8100361824035645,gondar dispensary woreda:Hawassa region:SNNPR zone:Zone 3,gondar hospitalital woreda:Hosaena region:SNNPR zone:Zone 3,confirmed
MFR_000016,gondar dispensary,SNNPR,DHIS2_000259,gondar clinic,SNNPR,0.8785582184791565,gondar dispensary woreda:Hawassa region:SNNPR zone:Zone 3,gondar clinic woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000017,adama general hospital,Oromia,DHIS2_000017,adama general hospitalital,Oromia,0.9682168364524841,adama general hospital woreda:Bishoftu region:Oromia zone:Zone 1,adama general hospitalital woreda:Bishoftu region:Oromia zone:Zone 1,confirmed
MFR_000018,hosaena referral hospital,Addis Ababa,DHIS2_000018,hosaena referral hospitalital,Addis Ababa,0.9149234294891357,hosaena referral hospital woreda:Nifas Silk region:Addis Ababa zone:Zone 3,hosaena referral hospitalital woreda:Nifas Silk region:Addis Ababa zone:Zone 3,confirmed
MFR_000019,modjo referral hospital,Amhara,DHIS2_000019,modj referral hospitalital,Amhara,0.8924247026443481,modjo referral hospital woreda:Mekelle region:Amhara zone:Zone 1,modj referral hospitalital woreda:Mekelle region:Amhara zone:Zone 1,confirmed
MFR_000020,gondar general hospital,Amhara,DHIS2_000020,gondar general hospitalital,Amhara,0.9218401908874512,gondar general hospital woreda:Mekelle region:Amhara zone:Zone 3,gondar general hospitalital woreda:Mekelle region:Amhara zone:Zone 3,confirmed
MFR_000021,bahir dar referral hospital,SNNPR,DHIS2_000279,bahir dar general hospitalital,SNNPR,0.9028071165084839,bahir dar referral hospital woreda:Hosaena region:SNNPR zone:Zone 2,bahir dar general hospitalital woreda:Hosaena region:SNNPR zone:Zone 2,confirmed
MFR_000021,bahir dar referral hospital,SNNPR,DHIS2_000465,bahir dar health center,SNNPR,0.8691267371177673,bahir dar referral hospital woreda:Hosaena region:SNNPR zone:Zone 2,bahir dar health center woreda:Hosaena region:SNNPR zone:Zone 2,confirmed
MFR_000021,bahir dar referral hospital,SNNPR,DHIS2_000485,bahir dar general hospitalital,SNNPR,0.8688169121742249,bahir dar referral hospital woreda:Hosaena region:SNNPR zone:Zone 2,bahir dar general hospitalital woreda:Arba Minch region:SNNPR zone:Zone 2,confirmed
MFR_000022,nifas silk general hospital,Amhara,DHIS2_000064,nifas silk hospital,Amhara,0.763228714466095,nifas silk general hospital woreda:Dessie region:Amhara zone:Zone 5,nifas silk hospital woreda:Bahir Dar region:Amhara zone:Zone 5,confirmed
MFR_000023,modjo health center,SNNPR,DHIS2_000023,modjo health center,SNNPR,0.9459230303764343,modjo health center woreda:Hosaena region:SNNPR zone:Zone 3,modjo health center woreda:Hosaena region:SNNPR zone:Zone 3,confirmed
MFR_000024,dukem health post,Amhara,DHIS2_000024,dukem health post,Amhara,0.9483635425567627,dukem health post woreda:Gondar region:Amhara zone:Zone 1,dukem health post woreda:Gondar region:Amhara zone:Zone 1,confirmed
MFR_000025,hosaena health center,Amhara,DHIS2_000025,hosaena health center,Amhara,0.9392213225364685,hosaena health center woreda:Mekelle region:Amhara zone:Zone 2,hosaena health center woreda:Mekelle region:Amhara zone:Zone 2,confirmed
MFR_000026,dire dawa general hospital,Oromia,DHIS2_000026,dire dawa general hospitalital,Oromia,0.9564467668533325,dire dawa general hospital woreda:Dukem region:Oromia zone:Zone 4,dire dawa general hospitalital woreda:Dukem region:Oromia zone:Zone 4,confirmed
MFR_000027,gondar hospital,SNNPR,DHIS2_000040,gondar referral hospital,SNNPR,0.8406968712806702,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,confirmed
MFR_000027,gondar hospital,SNNPR,DHIS2_000027,gondar hospital,SNNPR,0.9500149488449097,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000027,gondar hospital,SNNPR,DHIS2_000405,gondar hospitalital,SNNPR,0.8682520985603333,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,gondar hospitalital woreda:Hosaena region:SNNPR zone:Zone 3,confirmed
MFR_000027,gondar hospital,SNNPR,DHIS2_000259,gondar clinic,SNNPR,0.9279991388320923,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,gondar clinic woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000027,gondar hospital,SNNPR,DHIS2_000243,gondar general hospital,SNNPR,0.752009391784668,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,gondar general hospital woreda:Hawassa region:SNNPR zone:Zone 5,confirmed
MFR_000028,nifas silk clinic,Amhara,DHIS2_000028,nifas silk clinic,Amhara,0.943683385848999,nifas silk clinic woreda:Mekelle region:Amhara zone:Zone 4,nifas silk clinic woreda:Mekelle region:Amhara zone:Zone 4,confirmed
MFR_000029,gondar health post,Amhara,DHIS2_000020,gondar general hospitalital,Amhara,0.749729573726654,gondar health post woreda:Mekelle region:Amhara zone:Zone 2,gondar general hospitalital woreda:Mekelle region:Amhara zone:Zone 3,confirmed
MFR_000029,gondar health post,Amhara,DHIS2_000029,gondar health post,Amhara,0.9270965456962585,gondar health post woreda:Mekelle region:Amhara zone:Zone 2,gondar health post woreda:Mekelle region:Amhara zone:Zone 2,confirmed
MFR_000030,nifas silk health post,SNNPR,DHIS2_000076,nifas silk health post,SNNPR,0.8338412642478943,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 1,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3,confirmed
MFR_000030,nifas silk health post,SNNPR,DHIS2_000030,nifas silk health post,SNNPR,0.9445543885231018,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 1,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 1,confirmed
MFR_000031,butajira clinic,Addis Ababa,DHIS2_000031,butajir clinic,Addis Ababa,0.9243358969688416,butajira clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajir clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,confirmed
MFR_000031,butajira clinic,Addis Ababa,DHIS2_000194,butajira health center,Addis Ababa,0.7494484186172485,butajira clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajira health center woreda:Addis Ketema region:Addis Ababa zone:Zone 3,confirmed
MFR_000031,butajira clinic,Addis Ababa,DHIS2_000141,butajira health center,Addis Ababa,0.8662735819816589,butajira clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajira health center woreda:Nifas Silk region:Addis Ababa zone:Zone 4,confirmed
MFR_000031,butajira clinic,Addis Ababa,DHIS2_000143,butajir general hospital,Addis Ababa,0.7654712200164795,butajira clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajir general hospital woreda:Nifas Silk region:Addis Ababa zone:Zone 4,confirmed
MFR_000031,butajira clinic,Addis Ababa,DHIS2_000202,butajira clinic,Addis Ababa,0.9071210026741028,butajira clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajira clinic woreda:Kirkos region:Addis Ababa zone:Zone 4,confirmed
MFR_000032,dire dawa referral hospital,Oromia,DHIS2_000132,dire dawa hospitalital,Oromia,0.8002830743789673,dire dawa referral hospital woreda:Dire Dawa region:Oromia zone:Zone 1,dire dawa hospitalital woreda:Adama region:Oromia zone:Zone 3,confirmed
MFR_000032,dire dawa referral hospital,Oromia,DHIS2_000032,dir dawa referral hospitalital,Oromia,0.9286737442016602,dire dawa referral hospital woreda:Dire Dawa region:Oromia zone:Zone 1,dir dawa referral hospitalital woreda:Dire Dawa region:Oromia zone:Zone 1,confirmed
MFR_000034,kirkos referral hospital,Addis Ababa,DHIS2_000034,kirkos referral hospitalital,Addis Ababa,0.9583050012588501,kirkos referral hospital woreda:Lideta region:Addis Ababa zone:Zone 1,kirkos referral hospitalital woreda:Lideta region:Addis Ababa zone:Zone 1,confirmed
MFR_000034,kirkos referral hospital,Addis Ababa,DHIS2_000228,kirkos health post,Addis Ababa,0.8729889392852783,kirkos referral hospital woreda:Lideta region:Addis Ababa zone:Zone 1,kirkos health post woreda:Lideta region:Addis Ababa zone:Zone 1,confirmed
MFR_000036,adama referral hospital,Amhara,DHIS2_000036,adama referral hospital,Amhara,0.9405509829521179,adama referral hospital woreda:Dessie region:Amhara zone:Zone 2,adama referral hospital woreda:Dessie region:Amhara zone:Zone 2,confirmed
MFR_000037,hawassa health center,Oromia,DHIS2_000154,hawass health center,Oromia,0.9536157846450806,hawassa health center woreda:Dukem region:Oromia zone:Zone 5,hawass health center woreda:Dukem region:Oromia zone:Zone 5,confirmed
MFR_000037,hawassa health center,Oromia,DHIS2_000037,hawass health center,Oromia,0.9536157846450806,hawassa health center woreda:Dukem region:Oromia zone:Zone 5,hawass health center woreda:Dukem region:Oromia zone:Zone 5,confirmed
MFR_000038,dire dawa health center,Oromia,DHIS2_000079,dire dawa health center,Oromia,0.8705520033836365,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,confirmed
MFR_000038,dire dawa health center,Oromia,DHIS2_000305,dire dawa health center,Oromia,0.9076782464981079,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1,dire dawa health center woreda:Dukem region:Oromia zone:Zone 2,confirmed
MFR_000038,dire dawa health center,Oromia,DHIS2_000026,dire dawa general hospitalital,Oromia,0.8384278416633606,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1,dire dawa general hospitalital woreda:Dukem region:Oromia zone:Zone 4,confirmed
MFR_000038,dire dawa health center,Oromia,DHIS2_000038,dire dawa health center,Oromia,0.9874661564826965,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1,confirmed
MFR_000039,butajira health post,Amhara,DHIS2_000039,butajira health post,Amhara,0.9307059049606323,butajira health post woreda:Bahir Dar region:Amhara zone:Zone 3,butajira health post woreda:Bahir Dar region:Amhara zone:Zone 3,confirmed
MFR_000040,gondar referral hospital,SNNPR,DHIS2_000040,gondar referral hospital,SNNPR,0.9240888953208923,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,confirmed
MFR_000040,gondar referral hospital,SNNPR,DHIS2_000027,gondar hospital,SNNPR,0.7739163637161255,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,gondar hospital woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000040,gondar referral hospital,SNNPR,DHIS2_000405,gondar hospitalital,SNNPR,0.7933213710784912,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,gondar hospitalital woreda:Hosaena region:SNNPR zone:Zone 3,confirmed
MFR_000040,gondar referral hospital,SNNPR,DHIS2_000259,gondar clinic,SNNPR,0.7565535306930542,gondar referral hospital woreda:Butajira region:SNNPR zone:Zone 3,gondar clinic woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000041,bahir dar hospital,Addis Ababa,DHIS2_000256,bahir dar health center,Addis Ababa,0.7497072219848633,bahir dar hospital woreda:Arada region:Addis Ababa zone:Zone 3,bahir dar health center woreda:Arada region:Addis Ababa zone:Zone 1,confirmed
MFR_000041,bahir dar hospital,Addis Ababa,DHIS2_000341,bahir dar hospital,Addis Ababa,0.7576208710670471,bahir dar hospital woreda:Arada region:Addis Ababa zone:Zone 3,bahir dar hospital woreda:Lideta region:Addis Ababa zone:Zone 4,confirmed
MFR_000041,bahir dar hospital,Addis Ababa,DHIS2_000447,bahir dar health center,Addis Ababa,0.8876459002494812,bahir dar hospital woreda:Arada region:Addis Ababa zone:Zone 3,bahir dar health center woreda:Lideta region:Addis Ababa zone:Zone 3,confirmed
MFR_000041,bahir dar hospital,Addis Ababa,DHIS2_000041,bahir dar hospitalital,Addis Ababa,0.9767777323722839,bahir dar hospital woreda:Arada region:Addis Ababa zone:Zone 3,bahir dar hospitalital woreda:Arada region:Addis Ababa zone:Zone 3,confirmed
MFR_000042,dessie health center,Amhara,DHIS2_000042,dessie health center,Amhara,0.9568365812301636,dessie health center woreda:Mekelle region:Amhara zone:Zone 3,dessie health center woreda:Mekelle region:Amhara zone:Zone 3,confirmed
MFR_000043,kirkos hospital,Oromia,DHIS2_000452,kirkos health center,Oromia,0.78652423620224,kirkos hospital woreda:Dukem region:Oromia zone:Zone 1,kirkos health center woreda:Dire Dawa region:Oromia zone:Zone 1,confirmed
MFR_000043,kirkos hospital,Oromia,DHIS2_000043,kirkos hospitalital,Oromia,0.9672877788543701,kirkos hospital woreda:Dukem region:Oromia zone:Zone 1,kirkos hospitalital woreda:Dukem region:Oromia zone:Zone 1,confirmed
MFR_000043,kirkos hospital,Oromia,DHIS2_000366,kirkos health center,Oromia,0.78652423620224,kirkos hospital woreda:Dukem region:Oromia zone:Zone 1,kirkos health center woreda:Dire Dawa region:Oromia zone:Zone 1,confirmed
MFR_000043,kirkos hospital,Oromia,DHIS2_000283,kirkos clinic,Oromia,0.8276663422584534,kirkos hospital woreda:Dukem region:Oromia zone:Zone 1,kirkos clinic woreda:Dukem region:Oromia zone:Zone 4,confirmed
MFR_000044,hawassa referral hospital,SNNPR,DHIS2_000044,hawassa referral hospital,SNNPR,0.9485657215118408,hawassa referral hospital woreda:Hawassa region:SNNPR zone:Zone 5,hawassa referral hospital woreda:Hawassa region:SNNPR zone:Zone 5,confirmed
MFR_000045,kirkos referral hospital,Amhara,DHIS2_000371,kirkos clinic,Amhara,0.7441771030426025,kirkos referral hospital woreda:Gondar region:Amhara zone:Zone 3,kirkos clinic woreda:Mekelle region:Amhara zone:Zone 3,confirmed
MFR_000045,kirkos referral hospital,Amhara,DHIS2_000469,kirkos clinic,Amhara,0.8633578419685364,kirkos referral hospital woreda:Gondar region:Amhara zone:Zone 3,kirkos clinic woreda:Gondar region:Amhara zone:Zone 3,confirmed
MFR_000046,dessie hospital,SNNPR,DHIS2_000046,dessi hospitalital,SNNPR,0.9296364784240723,dessie hospital woreda:Hawassa region:SNNPR zone:Zone 5,dessi hospitalital woreda:Hawassa region:SNNPR zone:Zone 5,confirmed
MFR_000046,dessie hospital,SNNPR,DHIS2_000165,dessie referral hospital,SNNPR,0.7465320825576782,dessie hospital woreda:Hawassa region:SNNPR zone:Zone 5,dessie referral hospital woreda:Hawassa region:SNNPR zone:Zone 3,confirmed
MFR_000047,kirkos general hospital,SNNPR,DHIS2_000047,kirkos general hospitalital,SNNPR,0.9386329650878906,kirkos general hospital woreda:Arba Minch region:SNNPR zone:Zone 2,kirkos general hospitalital woreda:Arba Minch region:SNNPR zone:Zone 2,confirmed
MFR_000047,kirkos general hospital,SNNPR,DHIS2_000009,kirkos health center,SNNPR,0.8028939962387085,kirkos general hospital woreda:Arba Minch region:SNNPR zone:Zone 2,kirkos health center woreda:Arba Minch region:SNNPR zone:Zone 4,confirmed
MFR_000048,hawassa health post,Addis Ababa,DHIS2_000281,hawassa health center,Addis Ababa,0.7991769909858704,hawassa health post woreda:Addis Ketema region:Addis Ababa zone:Zone 1,hawassa health center woreda:Addis Ketema region:Addis Ababa zone:Zone 3,confirmed
MFR_000048,hawassa health post,Addis Ababa,DHIS2_000196,hawassa health center,Addis Ababa,0.9262089133262634,hawassa health post woreda:Addis Ketema region:Addis Ababa zone:Zone 1,hawassa health center woreda:Addis Ketema region:Addis Ababa zone:Zone 1,confirmed
MFR_000048,hawassa health post,Addis Ababa,DHIS2_000048,hawassa health post,Addis Ababa,0.9710848927497864,hawassa health post woreda:Addis Ketema region:Addis Ababa zone:Zone 1,hawassa health post woreda:Addis Ketema region:Addis Ababa zone:Zone 1,confirmed
MFR_000049,butajira general hospital,Addis Ababa,DHIS2_000031,butajir clinic,Addis Ababa,0.8623416423797607,butajira general hospital woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajir clinic woreda:Addis Ketema region:Addis Ababa zone:Zone 4,confirmed
MFR_000049,butajira general hospital,Addis Ababa,DHIS2_000141,butajira health center,Addis Ababa,0.8506271243095398,butajira general hospital woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajira health center woreda:Nifas Silk region:Addis Ababa zone:Zone 4,confirmed
MFR_000049,butajira general hospital,Addis Ababa,DHIS2_000143,butajir general hospital,Addis Ababa,0.8501311540603638,butajira general hospital woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajir general hospital woreda:Nifas Silk region:Addis Ababa zone:Zone 4,confirmed
MFR_000049,butajira general hospital,Addis Ababa,DHIS2_000202,butajira clinic,Addis Ababa,0.8505794405937195,butajira general hospital woreda:Addis Ketema region:Addis Ababa zone:Zone 4,butajira clinic woreda:Kirkos region:Addis Ababa zone:Zone 4,confirmed
MFR_000050,addis ababa health center,Oromia,DHIS2_000313,addis ababa hospitalital,Oromia,0.8398489356040955,addis ababa health center woreda:Bishoftu region:Oromia zone:Zone 1,addis ababa hospitalital woreda:Bishoftu region:Oromia zone:Zone 2,confirmed
MFR_000050,addis ababa health center,Oromia,DHIS2_000013,addis ababa hospitalital,Oromia,0.7403254508972168,addis ababa health center woreda:Bishoftu region:Oromia zone:Zone 1,addis ababa hospitalital woreda:Modjo region:Oromia zone:Zone 1,confirmed
MFR_000052,dukem health center,SNNPR,DHIS2_000052,dukem health center,SNNPR,0.946104109287262,dukem health center woreda:Hosaena region:SNNPR zone:Zone 2,dukem health center woreda:Hosaena region:SNNPR zone:Zone 2,confirmed
MFR_000054,bole health center,Addis Ababa,DHIS2_000054,bole health center,Addis Ababa,0.9587856531143188,bole health center woreda:Nifas Silk region:Addis Ababa zone:Zone 4,bole health center woreda:Nifas Silk region:Addis Ababa zone:Zone 4,confirmed
MFR_000056,modjo health post,SNNPR,DHIS2_000056,modjo health post,SNNPR,0.9526234269142151,modjo health post woreda:Hawassa region:SNNPR zone:Zone 4,modjo health post woreda:Hawassa region:SNNPR zone:Zone 4,confirmed
MFR_000057,gondar health post,Oromia,DHIS2_000057,gondar health post,Oromia,0.9408912658691406,gondar health post woreda:Bishoftu region:Oromia zone:Zone 4,gondar health post woreda:Bishoftu region:Oromia zone:Zone 4,confirmed
MFR_000058,kirkos health post,Amhara,DHIS2_000282,kirkos clinic,Amhara,0.8604754209518433,kirkos health post woreda:Gondar region:Amhara zone:Zone 2,kirkos clinic woreda:Gondar region:Amhara zone:Zone 2,confirmed
MFR_000058,kirkos health post,Amhara,DHIS2_000438,kirkos health center,Amhara,0.7469537854194641,kirkos health post woreda:Gondar region:Amhara zone:Zone 2,kirkos health center woreda:Gondar region:Amhara zone:Zone 1,confirmed
MFR_000058,kirkos health post,Amhara,DHIS2_000469,kirkos clinic,Amhara,0.7402849793434143,kirkos health post woreda:Gondar region:Amhara zone:Zone 2,kirkos clinic woreda:Gondar region:Amhara zone:Zone 3,confirmed
MFR_000060,modjo health center,Addis Ababa,DHIS2_000060,modjo health center,Addis Ababa,0.9872124195098877,modjo health center woreda:Kirkos region:Addis Ababa zone:Zone 5,modjo health center woreda:Kirkos region:Addis Ababa zone:Zone 5,confirmed
MFR_000061,addis ababa general hospital,SNNPR,DHIS2_000085,addis ababa clinic,SNNPR,0.7788364887237549,addis ababa general hospital woreda:Arba Minch region:SNNPR zone:Zone 3,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,confirmed
MFR_000061,addis ababa general hospital,SNNPR,DHIS2_000061,addis ababa general hospital,SNNPR,0.954943835735321,addis ababa general hospital woreda:Arba Minch region:SNNPR zone:Zone 3,addis ababa general hospital woreda:Arba Minch region:SNNPR zone:Zone 3,confirmed
MFR_000061,addis ababa general hospital,SNNPR,DHIS2_000066,addis ababa hospitalital,SNNPR,0.8525480031967163,addis ababa general hospital woreda:Arba Minch region:SNNPR zone:Zone 3,addis ababa hospitalital woreda:Butajira region:SNNPR zone:Zone 3,confirmed
MFR_000062,hosaena health post,Amhara,DHIS2_000104,hosaena health post,Amhara,0.7868972420692444,hosaena health post woreda:Dessie region:Amhara zone:Zone 2,hosaena health post woreda:Dessie region:Amhara zone:Zone 4,confirmed
MFR_000062,hosaena health post,Amhara,DHIS2_000062,hosaen health post,Amhara,0.9113665223121643,hosaena health post woreda:Dessie region:Amhara zone:Zone 2,hosaen health post woreda:Dessie region:Amhara zone:Zone 2,confirmed
