,,name_exact,name_levenshtein,name_jaro_winkler,name_cosine,region_exact,woreda_exact,feature_sum,feature_mean
30,17,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
30,47,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,54,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
30,134,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,255,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,258,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,282,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,335,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,407,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
30,409,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
31,52,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
31,130,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
32,33,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
32,62,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
32,70,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
32,115,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
32,164,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
32,318,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
32,341,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
32,391,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
33,1,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
33,24,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
33,44,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
33,125,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
33,230,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
33,277,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
34,110,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
34,121,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
34,214,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
34,286,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
34,293,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
34,302,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
34,369,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
34,389,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
35,168,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
35,332,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
35,415,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
36,123,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
36,222,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
37,19,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
37,59,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
37,75,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
37,113,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
37,170,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
38,94,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
38,103,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
38,140,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
38,205,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
38,210,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
38,212,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
38,247,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
38,276,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
38,292,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
38,374,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
38,377,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
38,393,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
39,65,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
39,166,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
39,182,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
39,306,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
39,311,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
39,315,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
39,327,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
39,350,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
40,110,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
40,121,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
40,214,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
40,286,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
40,293,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
40,302,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
40,369,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
40,389,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
41,9,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
41,151,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
41,237,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
41,242,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
41,246,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
41,278,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
41,345,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
41,356,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
41,404,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
42,66,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
42,104,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
42,119,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
42,154,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
42,186,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
42,223,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
42,349,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
43,38,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
43,329,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
43,411,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
44,33,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
44,62,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
44,70,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
44,115,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
44,164,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
44,318,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
44,341,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
44,391,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
45,37,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
45,40,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
45,152,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
45,281,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
45,303,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
46,64,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
46,67,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
46,107,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
46,382,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
47,22,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
47,116,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
47,181,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
47,364,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
48,17,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
48,47,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
48,54,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
48,134,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
48,255,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
48,258,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
48,282,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
48,335,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
48,407,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
48,409,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
49,18,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
49,20,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
49,88,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
49,90,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
49,216,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
49,331,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
50,35,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
51,224,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
51,225,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
51,340,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
52,41,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
52,313,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
52,354,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
52,360,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
52,362,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
53,133,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
53,139,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
53,150,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
53,162,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
53,192,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
53,263,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
53,268,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
53,418,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
54,217,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
54,269,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
54,373,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
55,49,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
55,55,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
55,68,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
55,297,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
56,31,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
56,105,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
56,128,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
56,295,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
56,301,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
57,33,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
57,62,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
57,70,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
57,115,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
57,164,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
57,318,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
57,341,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
57,391,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
58,185,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
58,396,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
59,188,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
59,229,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
59,244,0,1.0,1.0,0.0,1,1,4.0,1.1428571428571428
59,351,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
59,387,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
60,13,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
60,159,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
60,324,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
60,344,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
60,380,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
60,400,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
60,401,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
61,137,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
61,245,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
61,280,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
61,363,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
62,84,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
62,378,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
63,39,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
63,129,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
63,184,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
63,206,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
63,279,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
63,370,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
64,110,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
64,121,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
64,214,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
64,286,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
64,293,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
64,302,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
64,369,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
64,389,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
65,13,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
65,159,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
65,324,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
65,344,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
65,380,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
65,400,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
65,401,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
66,94,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
66,103,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
66,140,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
66,205,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,210,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,212,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
66,247,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,276,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
66,292,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,374,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,377,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
66,393,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
67,92,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
67,111,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
67,147,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
67,180,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
67,187,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
67,398,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
68,8,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
68,28,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
68,48,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
68,153,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
68,305,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
69,77,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
69,86,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
69,208,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
69,310,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
69,390,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
69,395,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
70,37,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
70,40,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
70,152,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
70,281,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
70,303,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
71,141,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
71,284,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
72,50,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
72,138,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
72,266,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
73,1,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
73,24,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
73,44,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
73,125,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
73,230,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
73,277,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
74,42,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
74,72,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
74,126,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
74,207,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
74,219,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
74,221,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
74,271,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
74,413,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
75,97,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
75,163,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
75,294,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
75,376,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
76,1,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
76,24,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
