facility_id,facility_name,region,woreda,zone,facility_type,phone,latitude,longitude,owner_type,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
MFR_000019,Modjo Referral Hospital,Amhara,Mekelle,Zone 1,Referral Hospital,09495382256,5.625170634876843,41.37153003026012,Private,Modjo Referral Hospital,Modjo Referral Hospital,modjo referral hospital,M326,amhara,zone 1,mekelle
MFR_000020,Gondar General Hospital,Amhara,Mekelle,Zone 3,General Hospital,09134210512,8.966982070708625,37.513174647251546,Public,Gondar General Hospital,Gondar General Hospital,gondar general hospital,G536,amhara,zone 3,mekelle
MFR_000021,Bahir Dar Referral Hospital,SNNPR,Hosaena,Zone 2,Referral Hospital,09199386386,3.3966087948065806,38.176068720400245,Public,Bahir Dar Referral Hospital,Bahir Dar Referral Hospital,bahir dar referral hospital,B636,snnpr,zone 2,hosaena
MFR_000022,Nifas Silk General Hospital,Amhara,Dessie,Zone 5,General Hospital,09350657662,11.065626568870542,44.424294229930766,Private,Nifas Silk General Hospital,Nifas Silk General Hospital,nifas silk general hospital,N122,amhara,zone 5,dessie
MFR_000023,Modjo Health Center,SNNPR,Hosaena,Zone 3,Health Center,09850910172,4.808610527585154,40.62298165111078,NGO,Modjo Health Center,Modjo Health Center,modjo health center,M324,snnpr,zone 3,hosaena
MFR_000024,Dukem Health Post,Amhara,Gondar,Zone 1,Health Post,09787809459,12.714012553676586,38.229989809375944,Public,Dukem Health Post,Dukem Health Post,dukem health post,D254,amhara,zone 1,gondar
MFR_000025,Hosaena HC,Amhara,Mekelle,Zone 2,HC,09194711896,13.052521270887937,43.13535175558921,NGO,Hosaena HC,Hosaena Health Center,hosaena health center,H254,amhara,zone 2,mekelle
MFR_000026,Dire Dawa General Hospital,Oromia,Dukem,Zone 4,General Hospital,09181450611,10.91980855241015,45.25833300301824,Public,Dire Dawa General Hospital,Dire Dawa General Hospital,dire dawa general hospital,D632,oromia,zone 4,dukem
MFR_000027,Gondar Hospital,SNNPR,Hawassa,Zone 3,Hospital,09133448674,13.805016685959966,42.49652185909902,NGO,Gondar Hospital,Gondar Hospital,gondar hospital,G536,snnpr,zone 3,hawassa
MFR_000028,Nifas Silk Clinic,Amhara,Mekelle,Zone 4,Clinic,09133101383,13.653241185131517,45.76392673151269,Private,Nifas Silk Clinic,Nifas Silk Clinic,nifas silk clinic,N122,amhara,zone 4,mekelle
MFR_000029,Gondar Health Post,Amhara,Mekelle,Zone 2,Health Post,09131739356,7.467393198740917,47.102001636866675,Private,Gondar Health Post,Gondar Health Post,gondar health post,G536,amhara,zone 2,mekelle
MFR_000030,Nifas Silk Health Post,SNNPR,Hosaena,Zone 1,Health Post,09187633091,10.823535114031205,36.3640396419084,Private,Nifas Silk Health Post,Nifas Silk Health Post,nifas silk health post,N122,snnpr,zone 1,hosaena
MFR_000031,Butajira Clinic,Addis Ababa,Addis Ketema,Zone 4,Clinic,09158491183,13.190680925930135,42.86419338450515,NGO,Butajira Clinic,Butajira Clinic,butajira clinic,B326,addis ababa,zone 4,addis ketema
MFR_000032,Dire Dawa Referral Hospital,Oromia,Dire Dawa,Zone 1,Referral Hospital,09521326237,13.873185452622648,39.51591548265643,NGO,Dire Dawa Referral Hospital,Dire Dawa Referral Hospital,dire dawa referral hospital,D636,oromia,zone 1,dire dawa
MFR_000033,Kirkos Health Post,Amhara,Bahir Dar,Zone 4,Health Post,09899595920,9.864050390510197,44.52831021459463,Private,Kirkos Health Post,Kirkos Health Post,kirkos health post,K622,amhara,zone 4,bahir dar
MFR_000034,Kirkos Referral Hospital,Addis Ababa,Lideta,Zone 1,Referral Hospital,09888384476,7.441904403065333,33.23184924793301,Private,Kirkos Referral Hospital,Kirkos Referral Hospital,kirkos referral hospital,K622,addis ababa,zone 1,lideta
MFR_000035,Bahir Dar Health Center,Addis Ababa,Nifas Silk,Zone 1,Health Center,09841725526,3.9041550720735385,37.58545528930773,NGO,Bahir Dar Health Center,Bahir Dar Health Center,bahir dar health center,B636,addis ababa,zone 1,nifas silk
MFR_000036,Adama Referral Hospital,Amhara,Dessie,Zone 2,Referral Hospital,09873967150,11.352357560099676,41.550917551340476,NGO,Adama Referral Hospital,Adama Referral Hospital,adama referral hospital,A356,amhara,zone 2,dessie
MFR_000037,Hawassa Health Center,Oromia,Dukem,Zone 5,Health Center,09677607727,13.184037539096092,35.04931997163043,Private,Hawassa Health Center,Hawassa Health Center,hawassa health center,H243,oromia,zone 5,dukem
MFR_000038,Dire Dawa HC,Oromia,Dukem,Zone 1,HC,09232268806,13.404867822961243,46.69860828834707,Public,Dire Dawa HC,Dire Dawa Health Center,dire dawa health center,D634,oromia,zone 1,dukem
MFR_000039,Butajira Health Post,Amhara,Bahir Dar,Zone 3,Health Post,09214183839,7.05594188221843,38.63374428959916,Public,Butajira Health Post,Butajira Health Post,butajira health post,B326,amhara,zone 3,bahir dar
MFR_000040,Gondar Referral Hospital,SNNPR,Butajira,Zone 3,Referral Hospital,09442576169,10.089999126828129,33.45750374908574,Public,Gondar Referral Hospital,Gondar Referral Hospital,gondar referral hospital,G536,snnpr,zone 3,butajira
MFR_000041,Bahir Dar Hospital,Addis Ababa,Arada,Zone 3,Hospital,09810449395,8.487181939364742,45.63034612517972,NGO,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,addis ababa,zone 3,arada
MFR_000042,Dessie HC,Amhara,Mekelle,Zone 3,HC,09199473854,9.195604179614344,37.84434709411869,Private,Dessie HC,Dessie Health Center,dessie health center,D243,amhara,zone 3,mekelle
MFR_000043,Kirkos Hospital,Oromia,Dukem,Zone 1,Hospital,09421609076,3.970475599406372,39.42471712410162,Private,Kirkos Hospital,Kirkos Hospital,kirkos hospital,K622,oromia,zone 1,dukem
MFR_000044,Hawassa Referral Hospital,SNNPR,Hawassa,Zone 5,Referral Hospital,09566996736,11.575151072400748,42.90296065076597,NGO,Hawassa Referral Hospital,Hawassa Referral Hospital,hawassa referral hospital,H261,snnpr,zone 5,hawassa
MFR_000045,Kirkos Referral Hospital,Amhara,Gondar,Zone 3,Referral Hospital,09262496015,11.760471798741822,33.71574191537473,Public,Kirkos Referral Hospital,Kirkos Referral Hospital,kirkos referral hospital,K622,amhara,zone 3,gondar
MFR_000046,Dessie Hospital,SNNPR,Hawassa,Zone 5,Hospital,09679397491,4.129883859222721,37.67119964086941,Private,Dessie Hospital,Dessie Hospital,dessie hospital,D221,snnpr,zone 5,hawassa
MFR_000047,Kirkos General Hospital,SNNPR,Arba Minch,Zone 2,General Hospital,09582193785,7.1556518530728095,39.97010719409417,Private,Kirkos General Hospital,Kirkos General Hospital,kirkos general hospital,K622,snnpr,zone 2,arba minch
MFR_000048,Hawassa HP,Addis Ababa,Addis Ketema,Zone 1,HP,09214466271,7.495351375517655,42.38789873571355,Public,Hawassa HP,Hawassa Health Post,hawassa health post,H243,addis ababa,zone 1,addis ketema
MFR_000049,Butajira General Hospital,Addis Ababa,Addis Ketema,Zone 4,General Hospital,09821726298,14.331019165502008,46.007984003325056,Private,Butajira General Hospital,Butajira General Hospital,butajira general hospital,B326,addis ababa,zone 4,addis ketema
MFR_000050,Addis Ababa Health Center,Oromia,Bishoftu,Zone 1,Health Center,09457685442,12.734450120832037,45.30959213615933,Public,Addis Ababa Health Center,Addis Ababa Health Center,addis ababa health center,A321,oromia,zone 1,bishoftu
MFR_000051,Modjo HC,Amhara,Dessie,Zone 2,HC,09747317456,3.4675575877228035,42.273808265068396,Public,Modjo HC,Modjo Health Center,modjo health center,M324,amhara,zone 2,dessie
MFR_000052,Dukem HC,SNNPR,Hosaena,Zone 2,HC,09249673332,6.128334338830838,40.44056181440109,Public,Dukem HC,Dukem Health Center,dukem health center,D254,snnpr,zone 2,hosaena
MFR_000053,Butajira HP,Oromia,Dire Dawa,Zone 1,HP,09483963364,8.015352380586945,47.51370827280371,NGO,Butajira HP,Butajira Health Post,butajira health post,B326,oromia,zone 1,dire dawa
MFR_000054,Bole HC,Addis Ababa,Nifas Silk,Zone 4,HC,09772976036,6.0001973905932555,41.70816018515865,Public,Bole HC,Bole Health Center,bole health center,B443,addis ababa,zone 4,nifas silk
MFR_000055,Hosaena Dispensary,Oromia,Dire Dawa,Zone 4,Dispensary,09132558781,5.858833828847754,38.665933292644425,Public,Hosaena Dispensary,Hosaena Dispensary,hosaena dispensary,H253,oromia,zone 4,dire dawa
MFR_000056,Modjo Health Post,SNNPR,Hawassa,Zone 4,Health Post,09124573458,7.670420144809958,33.162564772204476,Public,Modjo Health Post,Modjo Health Post,modjo health post,M324,snnpr,zone 4,hawassa
MFR_000057,Gondar HP,Oromia,Bishoftu,Zone 4,HP,09561371106,9.881254657479433,42.477558182546986,Public,Gondar HP,Gondar Health Post,gondar health post,G536,oromia,zone 4,bishoftu
MFR_000058,Kirkos HP,Amhara,Gondar,Zone 2,HP,09733614649,14.354334514580284,44.719440757068035,Public,Kirkos HP,Kirkos Health Post,kirkos health post,K622,amhara,zone 2,gondar
MFR_000059,Modjo HC,Oromia,Dire Dawa,Zone 5,HC,09241665404,14.62382332768962,43.32045015262558,Private,Modjo HC,Modjo Health Center,modjo health center,M324,oromia,zone 5,dire dawa
MFR_000060,Modjo HC,Addis Ababa,Kirkos,Zone 5,HC,09390768647,3.976185367702797,34.27256571127788,Public,Modjo HC,Modjo Health Center,modjo health center,M324,addis ababa,zone 5,kirkos
MFR_000061,Addis Ababa General Hospital,SNNPR,Arba Minch,Zone 3,General Hospital,09698825083,14.83201276587445,44.30067277888413,Public,Addis Ababa General Hospital,Addis Ababa General Hospital,addis ababa general hospital,A321,snnpr,zone 3,arba minch
MFR_000062,Hosaena Health Post,Amhara,Dessie,Zone 2,Health Post,09548538877,4.3343697876738165,40.389376564362884,Public,Hosaena Health Post,Hosaena Health Post,hosaena health post,H254,amhara,zone 2,dessie
MFR_000063,Hosaena Health Center,Oromia,Adama,Zone 1,Health Center,09148503931,11.172473125162908,36.562597069387046,Public,Hosaena Health Center,Hosaena Health Center,hosaena health center,H254,oromia,zone 1,adama
MFR_000064,Nifas Silk Hospital,Amhara,Bahir Dar,Zone 5,Hospital,09861152700,14.558670473287336,33.18231712034724,Private,Nifas Silk Hospital,Nifas Silk Hospital,nifas silk hospital,N122,amhara,zone 5,bahir dar
MFR_000065,Bahir Dar Hospital,Addis Ababa,Nifas Silk,Zone 1,Hospital,09152801198,6.035882015870893,43.431166846599716,Public,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,addis ababa,zone 1,nifas silk
MFR_000066,Addis Ababa Hospital,SNNPR,Butajira,Zone 3,Hospital,09770972984,11.363100670365778,38.7630274706883,Private,Addis Ababa Hospital,Addis Ababa Hospital,addis ababa hospital,A321,snnpr,zone 3,butajira
MFR_000067,Butajira Referral Hospital,Amhara,Mekelle,Zone 4,Referral Hospital,09867681017,8.467881033428554,42.30198896702305,Private,Butajira Referral Hospital,Butajira Referral Hospital,butajira referral hospital,B326,amhara,zone 4,mekelle
MFR_000068,Bahir Dar HC,Amhara,Dessie,Zone 3,HC,09484993343,6.191255099570867,38.405176428079024,Private,Bahir Dar HC,Bahir Dar Health Center,bahir dar health center,B636,amhara,zone 3,dessie
MFR_000069,Adama Health Center,Oromia,Adama,Zone 5,Health Center,09837345820,7.934480650466234,42.04172823034948,Private,Adama Health Center,Adama Health Center,adama health center,A354,oromia,zone 5,adama
MFR_000070,Nifas Silk HC,Oromia,Dire Dawa,Zone 2,HC,09161509697,7.99966869286175,41.7174393177124,Private,Nifas Silk HC,Nifas Silk Health Center,nifas silk health center,N122,oromia,zone 2,dire dawa
MFR_000071,Dessie Hospital,SNNPR,Butajira,Zone 1,Hospital,09159907857,3.316403693967024,38.64695050317074,NGO,Dessie Hospital,Dessie Hospital,dessie hospital,D221,snnpr,zone 1,butajira
MFR_000072,Adama Referral Hospital,Addis Ababa,Kirkos,Zone 3,Referral Hospital,09133930984,12.949970648478173,41.53622203748621,NGO,Adama Referral Hospital,Adama Referral Hospital,adama referral hospital,A356,addis ababa,zone 3,kirkos
MFR_000073,Hosaena Referral Hospital,Addis Ababa,Arada,Zone 5,Referral Hospital,09539702914,11.300572766026944,41.015194125441944,NGO,Hosaena Referral Hospital,Hosaena Referral Hospital,hosaena referral hospital,H256,addis ababa,zone 5,arada
MFR_000074,Kirkos Health Post,Addis Ababa,Arada,Zone 3,Health Post,09616195200,5.968177220918372,39.7581620296514,Public,Kirkos Health Post,Kirkos Health Post,kirkos health post,K622,addis ababa,zone 3,arada
MFR_000075,Gondar Health Center,Addis Ababa,Addis Ketema,Zone 2,Health Center,09490197726,11.06040821287028,42.27192360686844,Private,Gondar Health Center,Gondar Health Center,gondar health center,G536,addis ababa,zone 2,addis ketema
MFR_000076,Nifas Silk Health Post,SNNPR,Hosaena,Zone 3,Health Post,09617102173,9.24196201334392,45.7827225047781,Public,Nifas Silk Health Post,Nifas Silk Health Post,nifas silk health post,N122,snnpr,zone 3,hosaena
MFR_000077,Kirkos HC,Addis Ababa,Arada,Zone 2,HC,09872468859,12.660536010232342,46.547265880149396,Private,Kirkos HC,Kirkos Health Center,kirkos health center,K622,addis ababa,zone 2,arada
MFR_000078,Hawassa Health Post,SNNPR,Hosaena,Zone 4,Health Post,09667597408,13.84990433392498,38.22383200534951,Private,Hawassa Health Post,Hawassa Health Post,hawassa health post,H243,snnpr,zone 4,hosaena
MFR_000079,Dire Dawa Health Center,Oromia,Dukem,Zone 4,Health Center,09891251088,14.394247483891705,35.206102213935566,Public,Dire Dawa Health Center,Dire Dawa Health Center,dire dawa health center,D634,oromia,zone 4,dukem
MFR_000080,Kirkos HC,SNNPR,Hosaena,Zone 1,HC,09867395058,6.945019323450099,42.50101281475089,NGO,Kirkos HC,Kirkos Health Center,kirkos health center,K622,snnpr,zone 1,hosaena
MFR_000081,Nifas Silk Clinic,Oromia,Modjo,Zone 3,Clinic,09132383810,5.160807268191583,43.447521993406184,Public,Nifas Silk Clinic,Nifas Silk Clinic,nifas silk clinic,N122,oromia,zone 3,modjo
MFR_000082,Dessie Health Post,Amhara,Dessie,Zone 5,Health Post,09426618153,3.4904233951977464,35.534025946082465,Private,Dessie Health Post,Dessie Health Post,dessie health post,D243,amhara,zone 5,dessie
MFR_000083,Addis Ababa Hospital,Addis Ababa,Lideta,Zone 2,Hospital,09226099248,8.52934521639271,36.095005776086886,Public,Addis Ababa Hospital,Addis Ababa Hospital,addis ababa hospital,A321,addis ababa,zone 2,lideta
MFR_000084,Dukem Dispensary,Oromia,Adama,Zone 5,Dispensary,09813125354,8.773744728675519,43.316770756441244,Public,Dukem Dispensary,Dukem Dispensary,dukem dispensary,D253,oromia,zone 5,adama
MFR_000085,Addis Ababa Clinic,SNNPR,Arba Minch,Zone 2,Clinic,09732937902,11.9791162846039,35.76781529034566,NGO,Addis Ababa Clinic,Addis Ababa Clinic,addis ababa clinic,A321,snnpr,zone 2,arba minch
MFR_000086,Hawassa Clinic,SNNPR,Arba Minch,Zone 3,Clinic,09760154221,4.597403143049739,43.30748258104997,NGO,Hawassa Clinic,Hawassa Clinic,hawassa clinic,H224,snnpr,zone 3,arba minch
MFR_000087,Hawassa Referral Hospital,Amhara,Bahir Dar,Zone 5,Referral Hospital,09190123510,9.391407197460278,36.63705755452094,Private,Hawassa Referral Hospital,Hawassa Referral Hospital,hawassa referral hospital,H261,amhara,zone 5,bahir dar
MFR_000088,Addis Ababa General Hospital,Oromia,Adama,Zone 5,General Hospital,09176689168,4.070451944544674,41.03003346023285,Public,Addis Ababa General Hospital,Addis Ababa General Hospital,addis ababa general hospital,A321,oromia,zone 5,adama
MFR_000089,Dire Dawa Dispensary,Amhara,Dessie,Zone 2,Dispensary,09787620693,8.981306387148688,34.303804321311354,NGO,Dire Dawa Dispensary,Dire Dawa Dispensary,dire dawa dispensary,D633,amhara,zone 2,dessie
MFR_000090,Addis Ababa Health Post,Amhara,Mekelle,Zone 2,Health Post,09499838873,7.545271511415472,38.061702508078774,NGO,Addis Ababa Health Post,Addis Ababa Health Post,addis ababa health post,A321,amhara,zone 2,mekelle
MFR_000091,Dessie Referral Hospital,Amhara,Gondar,Zone 4,Referral Hospital,09638272916,10.269297832282646,36.558401876039916,Private,Dessie Referral Hospital,Dessie Referral Hospital,dessie referral hospital,D261,amhara,zone 4,gondar
MFR_000092,Hosaena Health Post,Oromia,Adama,Zone 2,Health Post,09488550238,9.294136674843056,39.155952404844925,NGO,Hosaena Health Post,Hosaena Health Post,hosaena health post,H254,oromia,zone 2,adama
MFR_000093,Nifas Silk Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09345912253,6.094833924539278,35.563313810850985,Private,Nifas Silk Referral Hospital,Nifas Silk Referral Hospital,nifas silk referral hospital,N122,amhara,zone 1,gondar
MFR_000094,Butajira Health Post,Oromia,Modjo,Zone 4,Health Post,09258014453,13.062990704431497,36.07616340224189,NGO,Butajira Health Post,Butajira Health Post,butajira health post,B326,oromia,zone 4,modjo
MFR_000095,Bole Health Center,Amhara,Bahir Dar,Zone 5,Health Center,09641699263,9.3580802781734,43.60845143466667,Private,Bole Health Center,Bole Health Center,bole health center,B443,amhara,zone 5,bahir dar
MFR_000096,Dessie Health Post,Oromia,Bishoftu,Zone 2,Health Post,09284531076,3.621882441869123,38.04906417290881,Private,Dessie Health Post,Dessie Health Post,dessie health post,D243,oromia,zone 2,bishoftu
MFR_000097,Bole Health Center,Addis Ababa,Kirkos,Zone 3,Health Center,09118112074,4.665897281304245,33.04066349121494,Private,Bole Health Center,Bole Health Center,bole health center,B443,addis ababa,zone 3,kirkos
MFR_000098,Kirkos HC,Oromia,Adama,Zone 4,HC,09185169697,4.491566681826537,43.963012128054665,NGO,Kirkos HC,Kirkos Health Center,kirkos health center,K622,oromia,zone 4,adama
MFR_000099,Butajira Referral Hospital,Oromia,Adama,Zone 5,Referral Hospital,09370203880,3.5771357275690523,44.72271722627122,Private,Butajira Referral Hospital,Butajira Referral Hospital,butajira referral hospital,B326,oromia,zone 5,adama
MFR_000100,Dire Dawa Hospital,Amhara,Dessie,Zone 4,Hospital,09616941245,5.236859841457729,36.53537619097499,Public,Dire Dawa Hospital,Dire Dawa Hospital,dire dawa hospital,D632,amhara,zone 4,dessie
MFR_000101,Adama HC,Addis Ababa,Kirkos,Zone 1,HC,09696448549,12.799193273658926,39.587023628553276,NGO,Adama HC,Adama Health Center,adama health center,A354,addis ababa,zone 1,kirkos
MFR_000102,Adama Health Center,Oromia,Adama,Zone 3,Health Center,09627691444,13.794894879294821,38.75836832059817,NGO,Adama Health Center,Adama Health Center,adama health center,A354,oromia,zone 3,adama
MFR_000103,Hosaena Health Post,Oromia,Modjo,Zone 5,Health Post,09725586926,7.0188673758850335,35.08908108995081,Public,Hosaena Health Post,Hosaena Health Post,hosaena health post,H254,oromia,zone 5,modjo
MFR_000104,Hosaena HP,Amhara,Dessie,Zone 4,HP,09587859104,14.97231139108612,44.28604680058234,Private,Hosaena HP,Hosaena Health Post,hosaena health post,H254,amhara,zone 4,dessie
MFR_000105,Kirkos Health Center,SNNPR,Hosaena,Zone 5,Health Center,09721606243,4.23499236892974,41.04722027226892,NGO,Kirkos Health Center,Kirkos Health Center,kirkos health center,K622,snnpr,zone 5,hosaena
MFR_000106,Dessie HP,Addis Ababa,Arada,Zone 3,HP,09730154994,11.667030820716796,43.80054804819112,Private,Dessie HP,Dessie Health Post,dessie health post,D243,addis ababa,zone 3,arada
MFR_000107,Kirkos HP,Oromia,Modjo,Zone 2,HP,09646940933,5.179172601617108,46.62675842000443,Private,Kirkos HP,Kirkos Health Post,kirkos health post,K622,oromia,zone 2,modjo
MFR_000108,Dukem Clinic,Oromia,Bishoftu,Zone 4,Clinic,09741549031,9.070664146613591,42.17181353151972,NGO,Dukem Clinic,Dukem Clinic,dukem clinic,D252,oromia,zone 4,bishoftu
MFR_000109,Bole HP,Amhara,Mekelle,Zone 2,HP,09769220571,12.481015645489041,33.345339071814564,Public,Bole HP,Bole Health Post,bole health post,B443,amhara,zone 2,mekelle
MFR_000110,Dessie Clinic,SNNPR,Butajira,Zone 5,Clinic,09193700525,13.085275583765075,46.660292973835695,Public,Dessie Clinic,Dessie Clinic,dessie clinic,D224,snnpr,zone 5,butajira
MFR_000111,Bole Referral Hospital,SNNPR,Hosaena,Zone 3,Referral Hospital,09690908854,13.049889468029905,37.98219618982409,NGO,Bole Referral Hospital,Bole Referral Hospital,bole referral hospital,B461,snnpr,zone 3,hosaena
MFR_000112,Kirkos Dispensary,Addis Ababa,Bole,Zone 4,Dispensary,09298121122,5.46695770050765,44.816848330717384,Public,Kirkos Dispensary,Kirkos Dispensary,kirkos dispensary,K622,addis ababa,zone 4,bole
MFR_000113,Nifas Silk HC,SNNPR,Butajira,Zone 3,HC,09373213072,8.588401467825758,40.2125546713361,NGO,Nifas Silk HC,Nifas Silk Health Center,nifas silk health center,N122,snnpr,zone 3,butajira
MFR_000114,Dire Dawa Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09621292148,5.11664383807468,40.475516591092195,Public,Dire Dawa Referral Hospital,Dire Dawa Referral Hospital,dire dawa referral hospital,D636,amhara,zone 1,gondar
MFR_000115,Nifas Silk HC,Addis Ababa,Nifas Silk,Zone 4,HC,09445966581,10.962448464200527,35.67053950304627,NGO,Nifas Silk HC,Nifas Silk Health Center,nifas silk health center,N122,addis ababa,zone 4,nifas silk
MFR_000116,Hosaena Health Center,Addis Ababa,Bole,Zone 3,Health Center,09389594423,6.719243115223331,38.95977173186397,Private,Hosaena Health Center,Hosaena Health Center,hosaena health center,H254,addis ababa,zone 3,bole
MFR_000117,Dessie Health Center,Amhara,Dessie,Zone 1,Health Center,09823781009,3.4385960141771386,40.08100417664999,Private,Dessie Health Center,Dessie Health Center,dessie health center,D243,amhara,zone 1,dessie
MFR_000118,Hawassa Referral Hospital,Oromia,Dukem,Zone 4,Referral Hospital,09675954738,8.289152963258738,39.01144591312989,Public,Hawassa Referral Hospital,Hawassa Referral Hospital,hawassa referral hospital,H261,oromia,zone 4,dukem
MFR_000119,Hosaena General Hospital,Amhara,Bahir Dar,Zone 2,General Hospital,09391602413,12.03895464896941,37.08452782080449,Public,Hosaena General Hospital,Hosaena General Hospital,hosaena general hospital,H252,amhara,zone 2,bahir dar
MFR_000120,Hawassa General Hospital,Oromia,Bishoftu,Zone 3,General Hospital,09726701250,10.907087302921816,33.40643988755225,NGO,Hawassa General Hospital,Hawassa General Hospital,hawassa general hospital,H225,oromia,zone 3,bishoftu
MFR_000121,Adama Hospital,Addis Ababa,Lideta,Zone 2,Hospital,09718860935,5.142535944652003,42.79119161777812,NGO,Adama Hospital,Adama Hospital,adama hospital,A352,addis ababa,zone 2,lideta
MFR_000122,Gondar Clinic,Amhara,Mekelle,Zone 5,Clinic,09460831524,12.682201787551032,47.43973977832312,Private,Gondar Clinic,Gondar Clinic,gondar clinic,G536,amhara,zone 5,mekelle
MFR_000123,Hosaena General Hospital,Oromia,Dukem,Zone 4,General Hospital,09816202258,11.830855358352029,45.72192143200325,Public,Hosaena General Hospital,Hosaena General Hospital,hosaena general hospital,H252,oromia,zone 4,dukem
MFR_000124,Hawassa Health Center,Amhara,Dessie,Zone 2,Health Center,09264148094,12.80932274086129,38.12726027546814,NGO,Hawassa Health Center,Hawassa Health Center,hawassa health center,H243,amhara,zone 2,dessie
MFR_000125,Bole Hospital,Oromia,Bishoftu,Zone 4,Hospital,09184380340,7.142305738575307,44.6075178480201,NGO,Bole Hospital,Bole Hospital,bole hospital,B421,oromia,zone 4,bishoftu
