mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b
1002111,betezatha advanced diagnostic laboratory,addis ababa,QFdWD8OuE3G,bethesaida medium clinic,addis ababa,0.5660717487335205,betezatha advanced diagnostic laboratory woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,bethesaida medium clinic region:addis ababa zone:Nifas Silk Lafto Sub City
1002142,bilal medium clinic,addis ababa,kEIcgb2MXGx,bilal medium clinic,addis ababa,0.9863654375076294,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City
1002142,bilal medium clinic,addis ababa,kwyNoRtGkUL,bilal medium dental clinic,addis ababa,0.9526459574699402,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City,bilal medium dental clinic region:addis ababa zone:Nifas Silk Lafto Sub City
1002360,daylight primary clinic,addis ababa,LwBUN9BwjsT,daylight primary clinic,addis ababa,0.7891482710838318,daylight primary clinic woreda:Woreda 13 region:addis ababa zone:Lemi kura Sub city,daylight primary clinic region:addis ababa zone:Yeka Sub City
1002708,ethio internal medicine specialty clinic,addis ababa,W4Yerhfi42v,edna dental clinic,addis ababa,0.5475419163703918,ethio internal medicine specialty clinic woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,edna dental clinic region:addis ababa zone:Bole Sub City
1002708,ethio internal medicine specialty clinic,addis ababa,BuzIMQotn6t,ethio internal medicine speciality clinic,addis ababa,0.8589975237846375,ethio internal medicine specialty clinic woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,ethio internal medicine speciality clinic region:addis ababa zone:Kirkos Sub City
1002708,ethio internal medicine specialty clinic,addis ababa,c6uCQ1Qz8T2,eyo dental clinic,addis ababa,0.6028569936752319,ethio internal medicine specialty clinic woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,eyo dental clinic region:addis ababa zone:Yeka Sub City
1003285,ledeta manufacturing college primary clinic,addis ababa,V8jKytRSbnY,ledeta medium clinic,addis ababa,0.725924015045166,ledeta manufacturing college primary clinic woreda:Woreda 3 region:addis ababa zone:Lideta Sub City,ledeta medium clinic region:addis ababa zone:Yeka Sub City
1003741,munir no 1 medium dental clinic,addis ababa,tdeAQXIbzIH,munir medium dental clinic,addis ababa,0.8554520606994629,munir no 1 medium dental clinic woreda:Woreda 9 region:addis ababa zone:Addis Ketema Sub City,munir medium dental clinic region:addis ababa zone:Addis Ketema Sub City
1003979,dr tesfalem specality clinic,tigray,OqQ1jK14wnz,dr tesfamicheal specialty clinic,tigray,0.7118622064590454,dr tesfalem specality clinic woreda:Qedamay Woyane region:tigray zone:Mekelle Zone,dr tesfamicheal specialty clinic region:tigray zone:Central ZHD
1003979,dr tesfalem specality clinic,tigray,PCflFKF28xo,dr tsegay g egziabher primary hospital,tigray,0.5639019012451172,dr tesfalem specality clinic woreda:Qedamay Woyane region:tigray zone:Mekelle Zone,dr tsegay g egziabher primary hospital region:tigray zone:Eastern ZHD
1003979,dr tesfalem specality clinic,tigray,HyKTfhk7eLJ,dr tsegay internal medicen speciality clinic,tigray,0.6451639533042908,dr tesfalem specality clinic woreda:Qedamay Woyane region:tigray zone:Mekelle Zone,dr tsegay internal medicen speciality clinic region:tigray zone:Western ZHD
1004072,abdirabi drug store,oromia,Nw5jmU7O86A,abduraahiman medium clinic,oromia,0.522916853427887,abdirabi drug store woreda:Dera Town region:oromia zone:Arsi zone,abduraahiman medium clinic region:oromia zone:Adama Special ZHD
1004072,abdirabi drug store,oromia,dysJUk979z8,abdi rabbi medium clinic,oromia,0.6250187158584595,abdirabi drug store woreda:Dera Town region:oromia zone:Arsi zone,abdi rabbi medium clinic region:oromia zone:Arsi ZHD
1004072,abdirabi drug store,oromia,Pggs9Krje4J,abduraman primary clinic,oromia,0.6493254899978638,abdirabi drug store woreda:Dera Town region:oromia zone:Arsi zone,abduraman primary clinic region:oromia zone:Arsi ZHD
1004072,abdirabi drug store,oromia,t2FzD7IkTl2,abdurehim medium clinic,oromia,0.6792013645172119,abdirabi drug store woreda:Dera Town region:oromia zone:Arsi zone,abdurehim medium clinic region:oromia zone:West Arsi ZHD
1004072,abdirabi drug store,oromia,vUunWhqC3K4,abadir health post,oromia,0.3765276074409485,abdirabi drug store woreda:Dera Town region:oromia zone:Arsi zone,abadir health post region:oromia zone:West Hararge ZHD
1004150,mebrahtom drug store,tigray,rtYjJeZngEA,mahberedego health center,tigray,0.37815380096435547,mebrahtom drug store woreda:Asgede Woreda region:tigray zone:North West Zone,mahberedego health center region:tigray zone:Central ZHD
1004150,mebrahtom drug store,tigray,eli0bhDxN3t,mahbere dego health post,tigray,0.3935300409793854,mebrahtom drug store woreda:Asgede Woreda region:tigray zone:North West Zone,mahbere dego health post region:tigray zone:Central ZHD
1004150,mebrahtom drug store,tigray,MJ21bWlrkXV,mahberedego phcu,tigray,0.24221108853816986,mebrahtom drug store woreda:Asgede Woreda region:tigray zone:North West Zone,mahberedego phcu region:tigray zone:Central ZHD
1004150,mebrahtom drug store,tigray,s3REAIif4uz,mebrahtom shila health post,tigray,0.7044809460639954,mebrahtom drug store woreda:Asgede Woreda region:tigray zone:North West Zone,mebrahtom shila health post region:tigray zone:North Western ZHD
1004150,mebrahtom drug store,tigray,YXSlP2K4TOX,mebrahtom clinic,tigray,0.7255115509033203,mebrahtom drug store woreda:Asgede Woreda region:tigray zone:North West Zone,mebrahtom clinic region:tigray zone:Western ZHD
1004182,merzu primary hospital,tigray,o2Rp8JJ640D,merystop clinic,tigray,0.6467944979667664,merzu primary hospital woreda:Tsegede Woreda region:tigray zone:Western Zone,merystop clinic region:tigray zone:Eastern ZHD
1004182,merzu primary hospital,tigray,PEEJioHFRrt,merzu primary hospital,tigray,0.8591481447219849,merzu primary hospital woreda:Tsegede Woreda region:tigray zone:Western Zone,merzu primary hospital region:tigray zone:Western ZHD
1004305,kafta health center,tigray,zCuPZCIUCmc,kafta humera clinic,tigray,0.8716036677360535,kafta health center woreda:Kafta Humera Woreda region:tigray zone:Western Zone,kafta humera clinic region:tigray zone:Western ZHD
1004384,garbi yabelo primary clinc,oromia,vcYE90sIcoj,gora abu phcu,oromia,0.3588649034500122,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,gora abu phcu region:oromia zone:East Hararge ZHD
1004384,garbi yabelo primary clinc,oromia,oHea4Vz2Lvb,gorfo phcu,oromia,0.3218478560447693,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,gorfo phcu region:oromia zone:North Shewa  ZHD
1004384,garbi yabelo primary clinc,oromia,SZH6U0X4FLb,gerbo phcu,oromia,0.4829740524291992,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,gerbo phcu region:oromia zone:South West Shewa  ZHD
1004384,garbi yabelo primary clinc,oromia,AnrHrcFRRNd,gorbi phcu,oromia,0.5145368576049805,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,gorbi phcu region:oromia zone:West Arsi ZHD
1004384,garbi yabelo primary clinc,oromia,rGcJYM5wuL1,garba phcu,oromia,0.44633719325065613,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,garba phcu region:oromia zone:West Guji ZHD
1004384,garbi yabelo primary clinc,oromia,w3UbEVIVvF4,gorba phcu,oromia,0.35790714621543884,garbi yabelo primary clinc woreda:Yabelo Town region:oromia zone:Borena Zone,gorba phcu region:oromia zone:West Shewa  ZHD
1004427,agazi basic imaging,tigray,VRCrlFUSMsT,agazi phcu,tigray,0.6597277522087097,agazi basic imaging woreda:Semen region:tigray zone:Mekelle Zone,agazi phcu region:tigray zone:Eastern ZHD
1004465,mankush primary clinic,benishangul gumuz,vKIPQGIfqPe,minjo cluster phcu,benishangul gumuz,0.3989734947681427,mankush primary clinic woreda:Guba Woreda region:benishangul gumuz zone:Metekel Zone,minjo cluster phcu region:benishangul gumuz zone:Assosa ZHD
1004465,mankush primary clinic,benishangul gumuz,Oc91IonWEJ2,mankush phcu,benishangul gumuz,0.761483371257782,mankush primary clinic woreda:Guba Woreda region:benishangul gumuz zone:Metekel Zone,mankush phcu region:benishangul gumuz zone:Metekel ZHD
1004502,senti mariam rural drug vender,tigray,vkkoqTQvTlm,sami dental clinic,tigray,0.12052742391824722,senti mariam rural drug vender woreda:Tsimbla woreda region:tigray zone:North West Zone,sami dental clinic region:tigray zone:Southern ZHD
1004511,al afiya primary clinic,oromia,FzZNaF7jYoT,al _afiya primary clinic,oromia,0.8624927997589111,al afiya primary clinic woreda:Gechi region:oromia zone:Buno Bedele Zone,al _afiya primary clinic region:oromia zone:Buno Bedele ZHD
1004616,sena medium clinic,oromia,K7Hj6YZW4CE,sina medium clinic,oromia,0.7006542682647705,sena medium clinic woreda:Sude region:oromia zone:Arsi zone,sina medium clinic region:oromia zone:SHEGER CITY Health Office
1004645,milki primary clinic,oromia,xYVDs7C5IXy,milki primary clinic,oromia,0.8018093705177307,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milki primary clinic region:oromia zone:Bale ZHD
1004645,milki primary clinic,oromia,Kdf9tRRjcLW,malka butta badiya health post,oromia,0.3265584707260132,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,malka butta badiya health post region:oromia zone:Bale ZHD
1004645,milki primary clinic,oromia,th4E4mBtGr5,melka buta phcu,oromia,0.18920724093914032,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,melka buta phcu region:oromia zone:Bale ZHD
1004645,milki primary clinic,oromia,s2MYOSg52BI,mullisa phcu,oromia,0.13679978251457214,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,mullisa phcu region:oromia zone:East Hararge ZHD
1004645,milki primary clinic,oromia,m1Vc0vNTA0W,maleka phcu,oromia,0.1596381515264511,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,maleka phcu region:oromia zone:Guji ZHD
1004645,milki primary clinic,oromia,QRAEzmxT3gd,milki primary clinic,oromia,0.8213512301445007,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milki primary clinic region:oromia zone:West Arsi ZHD
1004645,milki primary clinic,oromia,nrytRPQStTk,malakuu primary,oromia,0.36410608887672424,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,malakuu primary region:oromia zone:West Guji ZHD
1004645,milki primary clinic,oromia,KCuYOLoMkur,milkii primary,oromia,0.7246255278587341,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milkii primary region:oromia zone:West Guji ZHD
1004645,milki primary clinic,oromia,txOOSUGDk5z,malka biyya primary clinic,oromia,0.6312505602836609,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,malka biyya primary clinic region:oromia zone:West Guji ZHD
1004645,milki primary clinic,oromia,IbBvI22WlmD,milkay phcu,oromia,0.5253651142120361,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milkay phcu region:oromia zone:West Hararge ZHD
1004645,milki primary clinic,oromia,YRzVs4K8qwm,malka bora health post,oromia,0.34470415115356445,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,malka bora health post region:oromia zone:West Shewa  ZHD
1004645,milki primary clinic,oromia,bplWIaYD3kA,melaku benti primary clinic,oromia,0.6840277910232544,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,melaku benti primary clinic region:oromia zone:West Wellega  ZHD
1004757,anger gute health center,oromia,e2UUWVKuubV,angar gute health center,oromia,0.746513307094574,anger gute health center woreda:Anger Gute Town region:oromia zone:East Wollega Zone,angar gute health center region:oromia zone:East Wellega ZHD
1004757,anger gute health center,oromia,lQ0Ubns6W62,angar gute phcu,oromia,0.5670478940010071,anger gute health center woreda:Anger Gute Town region:oromia zone:East Wollega Zone,angar gute phcu region:oromia zone:East Wellega ZHD
1004757,anger gute health center,oromia,m9o8IeJfVRo,angar phcu,oromia,0.4081060588359833,anger gute health center woreda:Anger Gute Town region:oromia zone:East Wollega Zone,angar phcu region:oromia zone:East Wellega ZHD
1004757,anger gute health center,oromia,GNexfpel3CY,ansariya speciality center,oromia,0.6108532547950745,anger gute health center woreda:Anger Gute Town region:oromia zone:East Wollega Zone,ansariya speciality center region:oromia zone:SHEGER CITY Health Office
1004780,anno health center,oromia,gWV73BqK7tM,ayana 01 health post,oromia,0.5162850618362427,anno health center woreda:Seyo region:oromia zone:Kelem Wollega Zone,ayana 01 health post region:oromia zone:East Wellega ZHD
1004780,anno health center,oromia,xSKizlIbGdQ,aano 01 health post,oromia,0.5061745643615723,anno health center woreda:Seyo region:oromia zone:Kelem Wollega Zone,aano 01 health post region:oromia zone:East Wellega ZHD
1004780,anno health center,oromia,fnotqiM5IxF,anno mikaa'el health center,oromia,0.8155648708343506,anno health center woreda:Seyo region:oromia zone:Kelem Wollega Zone,anno mikaa'el health center region:oromia zone:Kelem Wellega  ZHD
1004897,tao primery clinic,tigray,xMRqQqmrWR4,teferi mekonen lower clinic,tigray,0.5760939121246338,tao primery clinic woreda:Raya Alamata Woreda region:tigray zone:Southern Zone,teferi mekonen lower clinic region:tigray zone:North Western ZHD
1004910,gemechu primary clinic,oromia,NIFBNJ2Jk3t,guangua phcu,oromia,0.4488649070262909,gemechu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,guangua phcu region:oromia zone:West Guji ZHD
1004910,gemechu primary clinic,oromia,rXAfnWJ6pnY,gemechu phcu,oromia,0.6703380346298218,gemechu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,gemechu phcu region:oromia zone:West Hararge ZHD
1004910,gemechu primary clinic,oromia,smtDuDi9C5k,ginchi phcu,oromia,0.34691253304481506,gemechu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,ginchi phcu region:oromia zone:West Shewa  ZHD
1004910,gemechu primary clinic,oromia,ToxRUk7Ak2B,ganji phcu,oromia,0.3878013491630554,gemechu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,ganji phcu region:oromia zone:West Wellega  ZHD
1004910,gemechu primary clinic,oromia,Pbh4VnudGo1,ganji primary clinic,oromia,0.7035872340202332,gemechu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,ganji primary clinic region:oromia zone:West Wellega  ZHD
1005012,selam health center welkayt,tigray,agvo7V7g5Y0,selam health post,tigray,0.7441719770431519,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,selam health post region:tigray zone:Central ZHD
1005012,selam health center welkayt,tigray,f2WtK2PsYJM,selam health post,tigray,0.7441719770431519,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,selam health post region:tigray zone:Central ZHD
1005012,selam health center welkayt,tigray,QOh37R92PXN,selam health post,tigray,0.7889649868011475,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,selam health post region:tigray zone:North Western ZHD
1005012,selam health center welkayt,tigray,pZfSbzcr04B,selam health post,tigray,0.7889649868011475,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,selam health post region:tigray zone:North Western ZHD
1005012,selam health center welkayt,tigray,y9Ko5M1y9Ys,slen weha health center,tigray,0.6447523236274719,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,slen weha health center region:tigray zone:Southern ZHD
1005012,selam health center welkayt,tigray,hT5FL5qyaHH,selam health post,tigray,0.7847184538841248,selam health center welkayt woreda:Wolkayit Woreda region:tigray zone:Western Zone,selam health post region:tigray zone:Western ZHD
1005040,ayana primary clinic,oromia,og9Hss4PqF1,ambaro phcu,oromia,0.0618857778608799,ayana primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,ambaro phcu region:oromia zone:East Hararge ZHD
1005040,ayana primary clinic,oromia,FyNrpwKzZed,ayana phcu,oromia,0.5201119184494019,ayana primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,ayana phcu region:oromia zone:East Wellega ZHD
1005081,dedebit drug store,tigray,r64yjCHzgNx,dedebit health post,tigray,0.7144744396209717,dedebit drug store woreda:Asgede Woreda region:tigray zone:North West Zone,dedebit health post region:tigray zone:Western ZHD
1005144,ethio_agri safe primary clinic,tigray,Zruv4d7lkqj,edaga arbi health post,tigray,0.38235238194465637,ethio_agri safe primary clinic woreda:Kafta Humera Woreda region:tigray zone:Western Zone,edaga arbi health post region:tigray zone:Central ZHD
1005144,ethio_agri safe primary clinic,tigray,ikI1WC1Ty6y,edaga arbi primary hospital phcu,tigray,0.5362518429756165,ethio_agri safe primary clinic woreda:Kafta Humera Woreda region:tigray zone:Western Zone,edaga arbi primary hospital phcu region:tigray zone:Central ZHD
1005144,ethio_agri safe primary clinic,tigray,y6D3ZmrlIi3,edaga robue phcu,tigray,0.15070529282093048,ethio_agri safe primary clinic woreda:Kafta Humera Woreda region:tigray zone:Western Zone,edaga robue phcu region:tigray zone:Eastern ZHD
1005176,bark medium clinic,oromia,V96rAjqJaXI,bark primary clinic,oromia,0.7998501658439636,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,bark primary clinic region:oromia zone:Arsi ZHD
1005176,bark medium clinic,oromia,xoT8RoSvwgP,biruk no2 medium clinic,oromia,0.6156548857688904,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,biruk no2 medium clinic region:oromia zone:Bishoftu Town ZHD
1005176,bark medium clinic,oromia,XLWMfMJSSK0,bariso phcu,oromia,0.3067350685596466,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,bariso phcu region:oromia zone:East Wellega ZHD
1005176,bark medium clinic,oromia,z6Xoaj4c3Dh,bar kume small clinic,oromia,0.5645706057548523,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,bar kume small clinic region:oromia zone:Guji ZHD
1005176,bark medium clinic,oromia,vd0AeZ1R4Cj,bar kume primary clinic,oromia,0.5523690581321716,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,bar kume primary clinic region:oromia zone:West Guji ZHD
1005176,bark medium clinic,oromia,wiOEnHRh6v6,burqa misoma health post,oromia,0.3554286062717438,bark medium clinic woreda:Shirka region:oromia zone:Arsi zone,burqa misoma health post region:oromia zone:West Hararge ZHD
1005301,shelo balela health center,oromia,hmEsODMdGsh,shala bila phcu,oromia,0.48928919434547424,shelo balela health center woreda:Siraro region:oromia zone:West Arsi Zone,shala bila phcu region:oromia zone:West Arsi ZHD
1005337,birhanu primary clinic,oromia,zLo3Gijs16Z,berhanu primary clinic,oromia,0.7389174699783325,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,berhanu primary clinic region:oromia zone:SHEGER CITY Health Office
1005337,birhanu primary clinic,oromia,oe0kmMyNAFO,birhanu primary clinic,oromia,0.8675316572189331,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu primary clinic region:oromia zone:West Guji ZHD
1005337,birhanu primary clinic,oromia,WA7HZwNgFNx,birhanu primary clinic,oromia,0.8675316572189331,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu primary clinic region:oromia zone:West Guji ZHD
1005337,birhanu primary clinic,oromia,ZF2dj2Cg4Uv,birhanu regassa primary clinic,oromia,0.8126829266548157,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu regassa primary clinic region:oromia zone:West Shewa  ZHD
1005434,beteseb medium clinic,sidama,Vs0bTf3uPTG,beteseb clinic,sidama,0.8147759437561035,beteseb medium clinic woreda:Aleta Wondo Town Administration region:sidama zone:Southern Zone,beteseb clinic region:sidama zone:Aleta Chuko Town WorHO
1005434,beteseb medium clinic,sidama,lFYdDUSbSti,beteseb clinic,sidama,0.753863513469696,beteseb medium clinic woreda:Aleta Wondo Town Administration region:sidama zone:Southern Zone,beteseb clinic region:sidama zone:Shebedino WorHO
1005513,sena primary clinic,oromia,xSw8qEG9SUX,siyum primary clinic,oromia,0.6118981242179871,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,siyum primary clinic region:oromia zone:Bale ZHD
1005513,sena primary clinic,oromia,tHYbO7WcbOR,saamii primary clinic,oromia,0.647508978843689,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,saamii primary clinic region:oromia zone:East Hararge ZHD
1005513,sena primary clinic,oromia,t4w8S5S40w2,sanyi bori primary clinic,oromia,0.6287248730659485,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,sanyi bori primary clinic region:oromia zone:East Wellega ZHD
1005513,sena primary clinic,oromia,iOOl8EG9ORS,sheno primary hospital,oromia,0.57862788438797,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,sheno primary hospital region:oromia zone:North Shewa  ZHD
1005513,sena primary clinic,oromia,H9KS9yz8gGf,simbiro chiracha health post,oromia,0.3679474890232086,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,simbiro chiracha health post region:oromia zone:South West Shewa  ZHD
1005513,sena primary clinic,oromia,ogMjr8BtZHC,seenaa primary clinic,oromia,0.6912115216255188,sena primary clinic woreda:Kofole Town region:oromia zone:West Arsi Zone,seenaa primary clinic region:oromia zone:South West Shewa  ZHD
1005565,biniam primary clinic,oromia,atuevpuHDtD,biniam primary clinic,oromia,0.8194331526756287,biniam primary clinic woreda:Siraro region:oromia zone:West Arsi Zone,biniam primary clinic region:oromia zone:Arsi ZHD
1005565,biniam primary clinic,oromia,kPtIG3wqisI,bayo nonno phcu,oromia,0.30406367778778076,biniam primary clinic woreda:Siraro region:oromia zone:West Arsi Zone,bayo nonno phcu region:oromia zone:North Shewa  ZHD
1005587,teklay primary clinic,tigray,KJXEarry5KM,tikule phcu,tigray,0.4613415002822876,teklay primary clinic woreda:Wolkayit Woreda region:tigray zone:Western Zone,tikule phcu region:tigray zone:North Western ZHD
1005587,teklay primary clinic,tigray,XqJ9Hl3r31B,teklebrhan welay lower clinic,tigray,0.7367322444915771,teklay primary clinic woreda:Wolkayit Woreda region:tigray zone:Western Zone,teklebrhan welay lower clinic region:tigray zone:North Western ZHD
1005587,teklay primary clinic,tigray,AuWDOCG3xO8,tukl phcu,tigray,0.3819712698459625,teklay primary clinic woreda:Wolkayit Woreda region:tigray zone:Western Zone,tukl phcu region:tigray zone:South Eastern ZHD
1005679,boku luboma health center,oromia,lv0chaETOxh,bikila primary clinic,oromia,0.44509944319725037,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,bikila primary clinic region:oromia zone:Arsi ZHD
1005679,boku luboma health center,oromia,d2oU8zqh3GT,bekele primary clinc,oromia,0.30315423011779785,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,bekele primary clinc region:oromia zone:Arsi ZHD
1005679,boku luboma health center,oromia,knBLqEclZCt,boku luboma rural health post,oromia,0.8425564169883728,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,boku luboma rural health post region:oromia zone:Borena ZHD
1005679,boku luboma health center,oromia,hIfVqq5TzLD,boku luboma phcu,oromia,0.8034883737564087,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,boku luboma phcu region:oromia zone:Borena ZHD
1005752,biruh tesfa medium clinic,tigray,CYTnAelPfKY,bahri tseba health post,tigray,0.4636589288711548,biruh tesfa medium clinic woreda:Raya Alamata Woreda region:tigray zone:Southern Zone,bahri tseba health post region:tigray zone:South Eastern ZHD
1005877,chabi dida nyata,oromia,c5Bqk91cbSM,chabi dida nyata health center,oromia,0.7584975957870483,chabi dida nyata woreda:Haruf SubCity region:oromia zone:Shashemene Town,chabi dida nyata health center region:oromia zone:West Arsi ZHD
1005877,chabi dida nyata,oromia,uuIp3zWCf8X,chabi dida nyata phcu,oromia,0.7703754901885986,chabi dida nyata woreda:Haruf SubCity region:oromia zone:Shashemene Town,chabi dida nyata phcu region:oromia zone:West Arsi ZHD
1005892,chala primary clinic,oromia,BeRrqzc35gh,chala primary clinic,oromia,0.7952777147293091,chala primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,chala primary clinic region:oromia zone:Bale ZHD
1005892,chala primary clinic,oromia,zg9yecoGNYM,chala phcu,oromia,0.5529563426971436,chala primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,chala phcu region:oromia zone:East Hararge ZHD
1005892,chala primary clinic,oromia,lsTc83l3EdL,chala small clinic,oromia,0.7480486631393433,chala primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,chala small clinic region:oromia zone:Guji ZHD
1005892,chala primary clinic,oromia,bWP6PJbsmbG,chalia primary clinic,oromia,0.7492754459381104,chala primary clinic woreda:Goro Dola Woreda region:oromia zone:East Borena Zone,chalia primary clinic region:oromia zone:West Wellega  ZHD
1005934,chekurkudo health post,tigray,vjgJvXbIute,chegar kudo health post,tigray,0.7975013852119446,chekurkudo health post woreda:Tsegede Woreda region:tigray zone:Western Zone,chegar kudo health post region:tigray zone:Western ZHD
